source_dataset,source_dataset_id,program_year,program_type,ce_id,ce_name,county,region,claim_date,total_meals,reimbursement_amount,reimbursement_per_meal,data_quality_flags
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00444,ANDERSON-SHIRO CONS ISD,GRIMES,3,2021-10-01T00:00:00.000,13776,46731.59,3.3922466608594655,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00425,COLLINSVILLE ISD,GRAYSON,2,2021-12-01T00:00:00.000,12679,39596.64,3.1230097010805267,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,05830,Meadow Oaks Education Foundation,HUNT,2,2022-04-01T00:00:00.000,30874,115596.18,3.7441270972339185,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00796,BOSQUEVILLE ISD,MCLENNAN,2,2022-01-01T00:00:00.000,8945,32666.05,3.651878144214645,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00812,ROCKDALE ISD,MILAM,2,2022-05-01T00:00:00.000,30353,108252.45,3.566449774322143,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00703,MUNDAY CISD,KNOX,1,2021-11-01T00:00:00.000,7401,23208.14,3.1358113768409672,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00725,LEXINGTON ISD,LEE,4,2022-02-01T00:00:00.000,18270,63821.5,3.493240284619595,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01104,VAN ISD,VAN ZANDT,2,2022-01-01T00:00:00.000,35406,126009.66,3.558991696322657,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00947,MILES ISD,RUNNELS,1,2022-05-01T00:00:00.000,7983,28821.47,3.6103557559814607,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00144,PRAIRIE LEA ISD,CALDWELL,4,2022-03-01T00:00:00.000,6387,21276.07,3.3311523406920305,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00028,BRAZOS ISD,AUSTIN,3,2021-10-01T00:00:00.000,15745,53548.62,3.400992060971737,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01039,TERRELL COUNTY ISD,TERRELL,1,2022-06-01T00:00:00.000,235,556.95,2.37,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00523,HUMBLE ISD,HARRIS,3,2022-05-01T00:00:00.000,741309,2652598.01,3.5782622496152072,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00825,MONTAGUE ISD,MONTAGUE,2,2022-03-01T00:00:00.000,3153,10714.53,3.3982017126546147,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00303,ARGYLE ISD,DENTON,2,2022-05-01T00:00:00.000,24692,88522.76,3.585078567957233,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00086,EAST CENTRAL ISD,BEXAR,4,2021-11-01T00:00:00.000,160386,521936.0,3.254249123988378,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01077,CENTERVILLE ISD,TRINITY,3,2021-12-01T00:00:00.000,1731,5657.66,3.2684344309647604,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00933,PECOS-BARSTOW-TOYAH ISD,REEVES,1,2022-02-01T00:00:00.000,66091,221502.23,3.3514734230076715,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01075,GROVETON ISD,TRINITY,3,2021-11-01T00:00:00.000,12964,43008.91,3.317564794816415,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00568,MCALLEN ISD,HIDALGO,5,2022-01-01T00:00:00.000,480969,1566869.01,3.2577338872151844,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00907,FRIONA ISD,PARMER,1,2021-10-01T00:00:00.000,30999,95660.1,3.0859092228781577,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00527,PASADENA ISD,HARRIS,3,2021-12-01T00:00:00.000,668159,2256623.02,3.3773742776794147,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00261,"A PLUS CHARTER SCHOOLS, INC. DBA INSPIRED VISION ACADEMY",DALLAS,2,2022-06-01T00:00:00.000,6047,21220.03,3.509183065983132,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00248,LIFE SCHOOL,DALLAS,2,2022-03-01T00:00:00.000,76592,285033.92,3.721458115730102,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00853,FROST ISD,NAVARRO,2,2021-10-01T00:00:00.000,8453,29277.03,3.4635076304270673,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00281,IRVING ISD,DALLAS,2,2021-10-01T00:00:00.000,696450,2265340.77,3.2526969200947664,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01290,GULF COAST TRADES CENTER,WALKER,3,2022-03-01T00:00:00.000,1290,4173.14,3.234992248062016,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01003,BRECKENRIDGE ISD,STEPHENS,1,2021-12-01T00:00:00.000,17530,54223.72,3.0931956645750143,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00396,SEAGRAVES ISD,GAINES,1,2021-10-01T00:00:00.000,12550,39596.59,3.155106772908366,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00776,ROCHELLE ISD,MCCULLOCH,4,2022-03-01T00:00:00.000,3330,11412.1,3.4270570570570573,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00145,CALHOUN CO ISD,CALHOUN,3,2022-06-01T00:00:00.000,10054,32386.86,3.2212910284463896,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00203,PRINCETON ISD,COLLIN,2,2021-11-01T00:00:00.000,107568,360601.14,3.352308679161089,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00482,"VARNETT SCHOOLS, INC. (THE )",HARRIS,3,2021-12-01T00:00:00.000,18725,60063.5,3.207663551401869,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00856,RICE ISD,NAVARRO,2,2022-02-01T00:00:00.000,14999,54684.11,3.645850390026002,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00777,LOHN ISD,MCCULLOCH,4,2021-11-01T00:00:00.000,2934,9337.68,3.1825766871165646,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,06759,"Elevate Collegiate, Inc.",HARRIS,3,2022-03-01T00:00:00.000,1135,3867.39,3.4073920704845815,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00360,LINGLEVILLE ISD,ERATH,2,2021-12-01T00:00:00.000,3427,11762.97,3.432439451415232,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00310,YORKTOWN ISD,DEWITT,3,2022-03-01T00:00:00.000,8383,28521.63,3.402317785995467,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00878,PERRYTON ISD,OCHILTREE,1,2021-11-01T00:00:00.000,31755,108786.36,3.4258025507794048,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00555,MALAKOFF ISD,HENDERSON,2,2022-02-01T00:00:00.000,28693,100182.25,3.4915223225176875,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01271,ST JOSEPH ALAMO CATHOLIC SCHOOL,POTTER,1,2022-05-01T00:00:00.000,2954,12200.02,4.13,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00226,ERA ISD,COOKE,2,2021-11-01T00:00:00.000,9316,31903.2,3.4245598969514814,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01147,FLORENCE ISD,WILLIAMSON,4,2021-12-01T00:00:00.000,15559,50027.45,3.215338389356642,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00819,COLORADO ISD,MITCHELL,1,2022-02-01T00:00:00.000,13767,45787.31,3.325874191908186,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00133,MAY ISD,BROWN,1,2022-01-01T00:00:00.000,3553,13220.13,3.720835913312693,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00846,CENTRAL HEIGHTS ISD,NACOGDOCHES,3,2021-10-01T00:00:00.000,19102,66165.14,3.4637807559417864,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00716,LOMETA ISD,LAMPASAS,2,2022-05-01T00:00:00.000,4702,16237.18,3.453249680986814,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00769,BAY CITY ISD,MATAGORDA,3,2021-10-01T00:00:00.000,87899,283578.45,3.226185167066747,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00768,MASON ISD,MASON,4,2022-02-01T00:00:00.000,8703,30871.07,3.5471756865448696,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00898,SPRINGTOWN ISD,PARKER,2,2021-11-01T00:00:00.000,52101,179793.83,3.450871000556611,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01090,UNION GROVE ISD,UPSHUR,2,2022-01-01T00:00:00.000,9761,35376.13,3.624232148345456,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00764,NORTH ZULCH ISD,MADISON,3,2022-01-01T00:00:00.000,7947,27622.07,3.4757858311312444,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00344,LA FE PREPARATORY SCHOOL,EL PASO,1,2021-10-01T00:00:00.000,2989,9574.44,3.2032251589160254,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00428,SHERMAN ISD,GRAYSON,2,2022-06-01T00:00:00.000,21428,75588.04,3.527535934291581,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00200,MCKINNEY ISD,COLLIN,2,2022-03-01T00:00:00.000,345923,1252925.99,3.6219794289480607,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01006,SONORA ISD,SUTTON,4,2021-11-01T00:00:00.000,14320,43451.17,3.0342995810055866,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00770,TIDEHAVEN ISD,MATAGORDA,3,2021-11-01T00:00:00.000,18512,61483.5,3.3212780898876404,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00111,LEARY ISD,BOWIE,2,2022-04-01T00:00:00.000,2831,9349.47,3.302532673966796,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00303,ARGYLE ISD,DENTON,2,2022-01-01T00:00:00.000,25779,93562.95,3.6294251134644475,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01327,ST PETER - ST JOSEPH CHILDREN'S HOME,BEXAR,4,2021-10-01T00:00:00.000,2686,8252.77,3.0725130305286674,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01163,WINK-LOVING ISD,WINKLER,1,2022-01-01T00:00:00.000,4391,16425.87,3.7408039171031655,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00588,AQUILLA ISD,HILL,2,2022-03-01T00:00:00.000,5263,18309.47,3.4789036671100133,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01115,ROYAL ISD,WALLER,3,2021-10-01T00:00:00.000,61862,201633.42,3.259406744043193,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01228,BRAZOS COUNTY JUVENILE SERVICES,BRAZOS,3,2022-02-01T00:00:00.000,2130,6940.1,3.258262910798122,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00097,MERIDIAN ISD,BOSQUE,2,2021-12-01T00:00:00.000,5868,19466.94,3.3174744376278116,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00062,"HERITAGE ACADEMY CHARTER SCHOOLS, INC.",BEXAR,4,2022-05-01T00:00:00.000,7279,26427.87,3.6307006456930897,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00642,JASPER ISD,JASPER,3,2021-11-01T00:00:00.000,42117,135163.56,3.209239974357148,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00220,EDEN CONS ISD,CONCHO,4,2022-04-01T00:00:00.000,3331,11764.71,3.5318853197238065,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00776,ROCHELLE ISD,MCCULLOCH,4,2021-12-01T00:00:00.000,1116,3590.35,3.2171594982078853,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,05361,ITALY ISD,ELLIS,2,2022-04-01T00:00:00.000,14759,52513.71,3.558080493258351,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00047,KILLEEN ISD,BELL,2,2022-03-01T00:00:00.000,773023,2725097.31,3.5252473859121918,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00923,PRESIDIO ISD,PRESIDIO,1,2022-02-01T00:00:00.000,21607,77714.19,3.596713565048364,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00151,BROWNSVILLE ISD,CAMERON,5,2021-11-01T00:00:00.000,795375,2566767.12,3.2271156624233854,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00205,WYLIE ISD-WYLIE,COLLIN,2,2021-10-01T00:00:00.000,221197,772211.97,3.4910598697089017,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00403,GALVESTON ISD,GALVESTON,3,2021-12-01T00:00:00.000,106135,345768.02,3.257813350920997,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00930,RIVERCREST ISD,RED RIVER,2,2022-03-01T00:00:00.000,13943,46882.03,3.3624062253460516,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00874,TULOSO-MIDWAY ISD,NUECES,5,2021-12-01T00:00:00.000,60666,191766.7,3.1610242969702966,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01098,SAN FELIPE-DEL RIO,VAL VERDE,4,2022-06-01T00:00:00.000,44253,154671.77,3.495170270942083,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00206,BLUE RIDGE ISD,COLLIN,2,2022-02-01T00:00:00.000,13219,47117.99,3.564414100915349,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00002,ELKHART ISD,ANDERSON,2,2022-01-01T00:00:00.000,20949,75991.05,3.6274309036230847,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00526,LA PORTE ISD,HARRIS,3,2022-05-01T00:00:00.000,128658,459619.94,3.5724163285609913,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00741,MEXIA ISD,LIMESTONE,2,2022-01-01T00:00:00.000,27400,91074.0,3.323868613138686,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00614,FORSAN ISD,HOWARD,1,2022-04-01T00:00:00.000,13901,49602.01,3.568233220631609,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01015,"LENA POPE HOME, INC.",TARRANT,2,2022-02-01T00:00:00.000,9982,35449.34,3.551326387497495,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00282,LANCASTER ISD,DALLAS,2,2022-05-01T00:00:00.000,158891,537125.91,3.380467804973221,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,06578,"Bloom Academy, Inc.",HARRIS,3,2022-07-01T00:00:00.000,385,1301.41,3.3802857142857143,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00205,WYLIE ISD-WYLIE,COLLIN,2,2022-02-01T00:00:00.000,224935,826442.19,3.6741378175917485,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,06760,San Antonio Preparatory Charter School,BEXAR,4,2022-02-01T00:00:00.000,5236,17787.88,3.397226890756303,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00051,TROY ISD,BELL,2,2022-02-01T00:00:00.000,23360,84558.08,3.6197808219178085,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00684,KEMP ISD,KAUFMAN,2,2021-12-01T00:00:00.000,22419,76551.12,3.414564431955038,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00695,JUNCTION ISD,KIMBLE,4,2022-04-01T00:00:00.000,12281,40447.41,3.293494829411286,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00371,SAVOY ISD,FANNIN,2,2021-11-01T00:00:00.000,4724,15783.81,3.341196020321761,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00713,SPRINGLAKE-EARTH ISD,LAMB,1,2021-12-01T00:00:00.000,5996,18342.51,3.059124416277518,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00875,BANQUETE ISD,NUECES,5,2022-02-01T00:00:00.000,19838,68415.9,3.4487297106563157,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00960,SAN AUGUSTINE ISD,SAN AUGUSTINE,3,2022-04-01T00:00:00.000,11764,41862.12,3.5584937096225775,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00693,KERRVILLE ISD,KERR,4,2022-02-01T00:00:00.000,69527,249602.19,3.5900037395544175,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00901,ALEDO ISD,PARKER,2,2021-11-01T00:00:00.000,86585,306057.5,3.534763527169833,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00874,TULOSO-MIDWAY ISD,NUECES,5,2022-01-01T00:00:00.000,38571,127998.39,3.3185136501516683,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00807,MIDLAND ISD,MIDLAND,1,2021-12-01T00:00:00.000,321388,1026309.03,3.1933645002302513,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00788,RIESEL ISD,MCLENNAN,2,2022-05-01T00:00:00.000,11302,40232.14,3.5597363298531235,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00261,"A PLUS CHARTER SCHOOLS, INC. DBA INSPIRED VISION ACADEMY",DALLAS,2,2022-02-01T00:00:00.000,18359,67932.59,3.7002336728579985,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00178,RUSK ISD,CHEROKEE,2,2021-10-01T00:00:00.000,53855,166650.38,3.0944272583789805,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00218,GUSTINE ISD,COMANCHE,1,2021-11-01T00:00:00.000,4135,12781.09,3.0909528415961307,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00950,HENDERSON ISD,RUSK,2,2022-07-01T00:00:00.000,4605,14998.81,3.2570705754614546,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00083,SOUTH SAN ANTONIO ISD,BEXAR,4,2022-01-01T00:00:00.000,144543,491612.51,3.4011505918653966,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00418,NIXON-SMILEY CONS ISD,GONZALES,3,2022-03-01T00:00:00.000,34387,110421.03,3.2111271701515105,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00970,TAFT ISD,SAN PATRICIO,5,2022-01-01T00:00:00.000,19439,64103.39,3.29766911878183,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00957,WEST RUSK ISD,RUSK,2,2021-11-01T00:00:00.000,23161,71875.55,3.103300807391736,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01053,WALL ISD,TOM GREEN,4,2022-01-01T00:00:00.000,20098,73152.26,3.6397780873718775,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00646,VALENTINE ISD,JEFF DAVIS,1,2022-02-01T00:00:00.000,517,1225.29,2.37,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00361,MORGAN MILL ISD,ERATH,2,2021-10-01T00:00:00.000,2650,8001.79,3.019543396226415,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00902,PEASTER ISD,PARKER,2,2022-03-01T00:00:00.000,22551,82047.63,3.638314487162432,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,06578,"Bloom Academy, Inc.",HARRIS,3,2022-02-01T00:00:00.000,3811,12464.07,3.2705510364733663,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00155,POINT ISABEL ISD,CAMERON,5,2022-06-01T00:00:00.000,8553,30255.09,3.5373658365485796,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00419,WAELDER ISD,GONZALES,3,2022-02-01T00:00:00.000,7174,24197.26,3.372910510175634,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01155,THRALL ISD,WILLIAMSON,4,2022-05-01T00:00:00.000,14189,49358.81,3.4786672774684613,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01186,"EL PASO EDUCATION INITIATIVE, INC. (THE) Vista Del Futuro",EL PASO,1,2022-05-01T00:00:00.000,8353,30124.29,3.606403687297977,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00030,MEDINA ISD,BANDERA,4,2022-02-01T00:00:00.000,4497,15547.17,3.457231487658439,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00332,ENNIS ISD,ELLIS,2,2022-07-01T00:00:00.000,8192,29042.24,3.5451953125,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00407,HITCHCOCK ISD,GALVESTON,3,2021-12-01T00:00:00.000,24208,77448.94,3.199311797752809,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00181,CHILDRESS ISD,CHILDRESS,1,2021-10-01T00:00:00.000,19355,63533.81,3.282552828726427,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,07057,"Prelude Preparatory, Inc.",BEXAR,4,2021-10-01T00:00:00.000,821,2687.4,3.2733252131546897,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00614,FORSAN ISD,HOWARD,1,2021-12-01T00:00:00.000,8173,27537.61,3.36933928789918,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01298,FORT BEND COUNTY,FORT BEND,3,2021-10-01T00:00:00.000,1988,6051.31,3.0439185110663987,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00919,RIVER ROAD ISD,POTTER,1,2022-04-01T00:00:00.000,27704,96995.28,3.5011290788333813,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01034,ABILENE ISD,TAYLOR,1,2022-03-01T00:00:00.000,263763,952017.19,3.6093659459438965,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00382,LOCKNEY ISD,FLOYD,1,2021-12-01T00:00:00.000,6165,17742.45,2.877931873479319,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00455,PETERSBURG ISD,HALE,1,2022-06-01T00:00:00.000,545,2250.85,4.13,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00747,THREE RIVERS ISD,LIVE OAK,5,2021-11-01T00:00:00.000,11476,36995.44,3.223722551411642,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00639,INDUSTRIAL ISD,JACKSON,3,2022-04-01T00:00:00.000,15740,56223.8,3.572033036848793,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00643,KIRBYVILLE ISD,JASPER,3,2021-11-01T00:00:00.000,27503,91887.16,3.340986801439843,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00551,ATHENS ISD,HENDERSON,2,2022-02-01T00:00:00.000,43711,156891.39,3.589288508613393,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00759,O'DONNELL ISD,LYNN,1,2021-10-01T00:00:00.000,9366,27514.55,2.9377055306427504,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01299,CHILDREN'S AID SOCIETY OF WEST TEXAS,WICHITA,2,2022-04-01T00:00:00.000,278,755.66,2.718201438848921,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00535,WASKOM ISD,HARRISON,2,2021-11-01T00:00:00.000,14231,46466.56,3.2651647811116575,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00804,MEDINA VALLEY ISD,MEDINA,4,2022-03-01T00:00:00.000,141092,497443.24,3.52566580670768,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01050,CHRISTOVAL ISD,TOM GREEN,4,2022-02-01T00:00:00.000,7311,25255.87,3.4545028039939814,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01722,MERIDIAN WORLD SCHOOL LLC,WILLIAMSON,4,2021-11-01T00:00:00.000,19863,71303.3,3.589754820520566,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00444,ANDERSON-SHIRO CONS ISD,GRIMES,3,2021-11-01T00:00:00.000,11993,40753.71,3.398124739431335,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00671,GODLEY ISD,JOHNSON,2,2022-02-01T00:00:00.000,35107,126995.91,3.617395676075996,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00709,PRAIRILAND ISD,LAMAR,2,2022-02-01T00:00:00.000,13344,45673.6,3.4227817745803355,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01000,RIO GRANDE CITY ISD,STARR,5,2022-01-01T00:00:00.000,190180,625653.0,3.2897938794825956,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00310,YORKTOWN ISD,DEWITT,3,2021-10-01T00:00:00.000,8479,26935.48,3.176728387781578,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00683,KAUFMAN ISD,KAUFMAN,2,2021-12-01T00:00:00.000,48817,164288.07,3.3653864432472296,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00096,CLIFTON ISD,BOSQUE,2,2021-10-01T00:00:00.000,18423,63089.41,3.4244916680236663,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01026,KENNEDALE ISD,TARRANT,2,2022-03-01T00:00:00.000,47760,172218.08,3.605906197654941,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01084,BIG SANDY ISD-BIG SANDY,UPSHUR,2,2022-02-01T00:00:00.000,12728,44824.4,3.5217159019484603,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00801,D'HANIS ISD,MEDINA,4,2022-03-01T00:00:00.000,3341,12210.81,3.6548368751870695,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,01094,KNIPPA ISD,UVALDE,4,2021-10-01T00:00:00.000,7115,23173.71,3.257021784961349,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00856,RICE ISD,NAVARRO,2,2022-03-01T00:00:00.000,17859,64971.75,3.6380396438770366,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00535,WASKOM ISD,HARRISON,2,2022-02-01T00:00:00.000,11502,40000.38,3.4776890975482524,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00513,ALDINE ISD,HARRIS,3,2022-04-01T00:00:00.000,1401962,4892385.14,3.489670290635552,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00306,LITTLE ELM ISD,DENTON,2,2022-01-01T00:00:00.000,136821,488625.13,3.5712729040132727,ok
SSO Reimbursements 2021-2022,ti35-mz6c,2022,SSO,00388,STAFFORD MSD,FORT BEND,3,2022-06-01T00:00:00.000,23164,79725.24,3.4417734415472285,ok
