programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00090,NORTHSIDE ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-915,BEXAR,118,81,37,2021-09-01T00:00:00.000,449979,0,1178595,0,0,1108073.2800,0.0000,5088583.9100,0.0000,0.0000,6196657.1900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00142,LOCKHART ISD,Educational Institution,Public,13,4,028-902,CALDWELL,9,0,9,2021-09-01T00:00:00.000,81554,0,79756,0,0,200826.7200,0.0000,344346.5300,0.0000,0.0000,545173.2500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00198,FARMERSVILLE ISD,Educational Institution,Public,10,2,043-904,COLLIN,5,1,4,2020-10-01T00:00:00.000,7686,0,18996,0,0,17370.3600,0.0000,68385.6000,0.0000,0.0000,85755.9600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00199,FRISCO ISD,Educational Institution,Public,10,2,043-905,COLLIN,73,3,70,2021-02-01T00:00:00.000,79092,0,237179,0,0,156355.5200,0.0000,849100.8200,0.0000,0.0000,1005456.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00292,WALCOTT ISD,Educational Institution,Public,16,1,059-902,DEAF SMITH,1,0,1,2021-09-01T00:00:00.000,809,0,1290,0,0,1992.1600,0.0000,5569.5700,0.0000,0.0000,7561.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01176,WINNSBORO ISD,Educational Institution,Public,7,2,250-907,WOOD,5,1,4,2020-11-01T00:00:00.000,4572,0,12246,0,0,10332.7200,0.0000,44085.6000,0.0000,0.0000,54418.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00926,REAGAN COUNTY ISD,Educational Institution,Public,18,4,192-901,REAGAN,4,1,3,2020-12-01T00:00:00.000,5925,0,7311,0,0,13390.5000,0.0000,26319.6000,0.0000,0.0000,39710.1000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00970,TAFT ISD,Educational Institution,Public,2,5,205-907,SAN PATRICIO,3,3,0,2021-06-01T00:00:00.000,3292,0,3579,0,0,7439.9200,0.0000,12884.4000,0.0000,0.0000,20324.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01035,MERKEL ISD,Educational Institution,Public,14,1,221-904,TAYLOR,3,1,2,2021-03-01T00:00:00.000,9944,0,13759,0,0,22473.4400,0.0000,49532.4000,0.0000,0.0000,72005.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01054,GRAPE CREEK ISD,Educational Institution,Public,15,4,226-907,TOM GREEN,4,0,4,2021-09-01T00:00:00.000,11329,0,14990,0,0,27897.6600,0.0000,64719.3200,0.0000,0.0000,92616.9800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01095,SABINAL ISD,Educational Institution,Public,20,4,232-902,UVALDE,3,0,3,2021-09-01T00:00:00.000,1562,0,5880,0,0,3846.4200,0.0000,25386.9000,0.0000,0.0000,29233.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01131,WHEELER ISD,Educational Institution,Public,16,1,242-903,WHEELER,1,0,1,2021-03-01T00:00:00.000,2380,0,4213,0,0,5378.8000,0.0000,15166.8000,0.0000,0.0000,20545.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00724,GIDDINGS ISD,Educational Institution,Public,13,4,144-901,LEE,4,0,4,2021-09-01T00:00:00.000,13050,0,26546,0,0,32135.6200,0.0000,114612.3500,0.0000,0.0000,146747.9700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00754,LUBBOCK-COOPER ISD,Educational Institution,Public,17,1,152-906,LUBBOCK,11,3,8,2021-01-01T00:00:00.000,18856,0,61134,0,0,42614.5600,0.0000,218859.7200,0.0000,0.0000,261474.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00819,COLORADO ISD,Educational Institution,Public,14,1,168-901,MITCHELL,3,0,3,2021-08-01T00:00:00.000,4005,0,4364,0,0,9862.3100,0.0000,18841.5700,0.0000,0.0000,28703.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00835,NEW CANEY ISD,Educational Institution,Public,6,3,170-908,MONTGOMERY,19,0,19,2020-12-01T00:00:00.000,66759,0,105287,0,0,130951.9500,0.0000,379033.2000,0.0000,0.0000,509985.1500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00842,CUSHING ISD,Educational Institution,Public,7,3,174-902,NACOGDOCHES,2,1,1,2021-06-01T00:00:00.000,3491,0,3521,0,0,7889.6600,0.0000,12675.6000,0.0000,0.0000,20565.2600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00900,MILLSAP ISD,Educational Institution,Public,11,2,184-904,PARKER,3,0,3,2021-08-01T00:00:00.000,1926,0,7077,0,0,4742.7700,0.0000,30554.9400,0.0000,0.0000,35297.7100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,19,7,12,2021-01-01T00:00:00.000,26366,0,80611,0,0,55752.1100,0.0000,288587.3800,0.0000,0.0000,344339.4900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00380,ROTAN ISD,Educational Institution,Public,14,1,076-904,FISHER,2,0,2,2021-08-01T00:00:00.000,2385,0,2228,0,0,5873.0600,0.0000,9619.3900,0.0000,0.0000,15492.4500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00430,VAN ALSTYNE ISD,Educational Institution,Public,10,2,091-908,GRAYSON,4,0,4,2021-09-01T00:00:00.000,6695,0,20730,0,0,16486.4300,0.0000,89501.7700,0.0000,0.0000,105988.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00512,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-862,HARRIS,12,6,6,2021-03-01T00:00:00.000,3893,0,7890,0,0,8798.1800,0.0000,28404.0000,0.0000,0.0000,37202.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00535,WASKOM ISD,Educational Institution,Public,7,2,102-903,HARRISON,3,0,3,2021-04-01T00:00:00.000,5518,0,8144,0,0,12470.6800,0.0000,29318.4000,0.0000,0.0000,41789.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00601,CUMBY ISD,Educational Institution,Public,8,2,112-905,HOPKINS,2,1,1,2020-11-01T00:00:00.000,2134,0,2330,0,0,4822.8400,0.0000,8388.0000,0.0000,0.0000,13210.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,1,0,1,2021-06-01T00:00:00.000,766,0,1427,0,0,1731.1600,0.0000,5137.2000,0.0000,0.0000,6868.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00126,MARATHON ISD,Educational Institution,Public,18,1,022-902,BREWSTER,1,0,1,2021-02-01T00:00:00.000,625,0,0,0,0,1181.2500,0.0000,0.0000,0.0000,0.0000,1181.2500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00179,NEW SUMMERFIELD ISD,Educational Institution,Public,7,2,037-908,CHEROKEE,1,0,1,2021-09-01T00:00:00.000,4446,0,9126,0,0,10948.2700,0.0000,39401.5000,0.0000,0.0000,50349.7700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00260,"A PLUS CHARTER SCHOOLS, Inc. DBA A + ACADEMY",Educational Institution,Charter,10,2,057-829,DALLAS,2,2,0,2021-02-01T00:00:00.000,6102,0,11757,0,0,11532.7800,0.0000,42325.2000,0.0000,0.0000,53857.9800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00323,EASTLAND ISD,Educational Institution,Public,14,1,067-903,EASTLAND,3,0,3,2021-08-01T00:00:00.000,1989,0,5087,0,0,4897.9100,0.0000,21963.1200,0.0000,0.0000,26861.0300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00337,PALMER ISD,Educational Institution,Public,10,2,070-910,ELLIS,1,1,0,2021-06-01T00:00:00.000,0,0,1752,0,0,0.0000,0.0000,6307.2000,0.0000,0.0000,6307.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01181,OLNEY ISD,Educational Institution,Public,9,2,252-903,YOUNG,4,1,3,2021-02-01T00:00:00.000,2446,0,4476,0,0,5527.9600,0.0000,16113.6000,0.0000,0.0000,21641.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06493,"Promesa Academy, Inc.",Educational Institution,Charter,20,4,015-839,BEXAR,1,0,1,2020-12-01T00:00:00.000,659,0,864,0,0,1245.5100,0.0000,3093.1200,0.0000,0.0000,4338.6300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00620,CELESTE ISD,Educational Institution,Public,10,2,116-902,HUNT,2,1,1,2021-01-01T00:00:00.000,3245,0,5567,0,0,7333.7000,0.0000,20041.2000,0.0000,0.0000,27374.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00797,HALLSBURG ISD,Educational Institution,Public,12,2,161-924,MCLENNAN,2,1,1,2021-03-01T00:00:00.000,1313,0,2830,0,0,2967.3800,0.0000,10188.0000,0.0000,0.0000,13155.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00818,PRIDDY ISD,Educational Institution,Public,12,2,167-904,MILLS,1,0,1,2021-05-01T00:00:00.000,1290,0,1270,0,0,2915.4000,0.0000,4572.0000,0.0000,0.0000,7487.4000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00997,WINONA ISD,Educational Institution,Public,7,2,212-910,SMITH,3,0,3,2021-08-01T00:00:00.000,2874,0,6273,0,0,7077.2100,0.0000,27083.6700,0.0000,0.0000,34160.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01035,MERKEL ISD,Educational Institution,Public,14,1,221-904,TAYLOR,3,0,3,2021-09-01T00:00:00.000,9303,0,12775,0,0,22908.6300,0.0000,55156.0600,0.0000,0.0000,78064.6900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01128,WHARTON ISD,Educational Institution,Public,3,3,241-904,WHARTON,4,0,4,2021-09-01T00:00:00.000,15219,0,25737,0,0,37476.7800,0.0000,111119.4900,0.0000,0.0000,148596.2700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00353,SOCORRO ISD,Educational Institution,Public,19,1,071-909,EL PASO,90,40,50,2021-06-01T00:00:00.000,124013,0,137481,0,0,280269.3800,0.0000,494931.6000,0.0000,0.0000,775200.9800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00360,LINGLEVILLE ISD,Educational Institution,Public,11,2,072-909,ERATH,1,1,0,2021-01-01T00:00:00.000,1408,0,2911,0,0,3182.0800,0.0000,10479.6000,0.0000,0.0000,13661.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,Public,13,4,094-901,GUADALUPE,12,0,12,2021-09-01T00:00:00.000,61169,0,89690,0,0,150628.6600,0.0000,387236.5700,0.0000,0.0000,537865.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00518,DEER PARK ISD,Educational Institution,Public,4,3,101-908,HARRIS,13,0,13,2021-08-01T00:00:00.000,25668,0,57420,0,0,63207.4400,0.0000,247910.8500,0.0000,0.0000,311118.2900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00565,EDCOUCH-ELSA ISD,Educational Institution,Public,1,5,108-903,HIDALGO,26,17,9,2021-05-01T00:00:00.000,97841,0,98030,0,0,221120.6600,0.0000,352908.0000,0.0000,0.0000,574028.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00587,WHITNEY ISD,Educational Institution,Public,12,2,109-911,HILL,1,1,0,2021-06-01T00:00:00.000,3816,0,3816,0,0,8624.1600,0.0000,13737.6000,0.0000,0.0000,22361.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00014,ZAVALLA ISD,Educational Institution,Public,7,3,003-906,ANGELINA,2,0,2,2021-01-01T00:00:00.000,1380,0,3363,0,0,3118.8000,0.0000,12106.8000,0.0000,0.0000,15225.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,23,10,13,2020-12-01T00:00:00.000,55378,0,71409,0,0,125154.2800,0.0000,257072.4000,0.0000,0.0000,382226.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00086,EAST CENTRAL ISD,Educational Institution,Public,20,4,015-911,BEXAR,10,0,10,2021-09-01T00:00:00.000,74721,0,114931,0,0,184000.4600,0.0000,496214.5900,0.0000,0.0000,680215.0500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00129,BROOKS COUNTY ISD,Educational Institution,Public,1,5,024-901,BROOKS,1,1,0,2021-07-01T00:00:00.000,1954,0,2271,0,0,4811.7200,0.0000,9805.0400,0.0000,0.0000,14616.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00147,CLYDE CONS ISD,Educational Institution,Public,14,1,030-902,CALLAHAN,5,1,4,2020-12-01T00:00:00.000,3713,0,12185,0,0,8391.3800,0.0000,43866.0000,0.0000,0.0000,52257.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00199,FRISCO ISD,Educational Institution,Public,10,2,043-905,COLLIN,73,3,70,2020-10-01T00:00:00.000,70838,0,310731,0,0,141193.5400,0.0000,1112416.9800,0.0000,0.0000,1253610.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,04581,"INTERNATIONAL LEADERSHIP OF TEXAS, INC.",Educational Institution,Charter,10,2,057-848,DALLAS,33,0,33,2021-09-01T00:00:00.000,69610,0,247035,0,0,171414.6200,0.0000,1066573.6100,0.0000,0.0000,1237988.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00902,PEASTER ISD,Educational Institution,Public,11,2,184-908,PARKER,3,0,3,2021-08-01T00:00:00.000,3024,0,8267,0,0,7446.6000,0.0000,35692.7700,0.0000,0.0000,43139.3700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00904,GARNER ISD,Educational Institution,Public,11,2,184-911,PARKER,2,1,1,2021-05-01T00:00:00.000,2703,0,2559,0,0,6108.7800,0.0000,9212.4000,0.0000,0.0000,15321.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00985,EXCELSIOR ISD,Educational Institution,Public,7,3,210-906,SHELBY,1,0,1,2021-08-01T00:00:00.000,291,0,322,0,0,716.5800,0.0000,1390.2300,0.0000,0.0000,2106.8100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01032,WHITE SETTLEMENT ISD,Educational Institution,Public,11,2,220-920,TARRANT,9,1,8,2021-03-01T00:00:00.000,20726,0,65470,0,0,46840.7600,0.0000,235692.0000,0.0000,0.0000,282532.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01050,CHRISTOVAL ISD,Educational Institution,Public,15,4,226-901,TOM GREEN,2,0,2,2021-08-01T00:00:00.000,831,0,1289,0,0,2046.3300,0.0000,5565.2500,0.0000,0.0000,7611.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01097,UTOPIA ISD,Educational Institution,Public,20,4,232-904,UVALDE,2,1,1,2021-03-01T00:00:00.000,1148,0,1952,0,0,2594.4800,0.0000,6988.1600,0.0000,0.0000,9582.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00678,KENEDY ISD,Educational Institution,Public,3,4,128-902,KARNES,3,0,3,2021-08-01T00:00:00.000,2635,0,5263,0,0,6488.6800,0.0000,22723.0000,0.0000,0.0000,29211.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00733,DAYTON ISD,Educational Institution,Public,4,3,146-902,LIBERTY,8,1,7,2021-02-01T00:00:00.000,31639,0,57139,0,0,71504.1400,0.0000,205700.4000,0.0000,0.0000,277204.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00748,LLANO ISD,Educational Institution,Public,13,4,150-901,LLANO,4,0,4,2021-04-01T00:00:00.000,17873,0,24934,0,0,40392.9800,0.0000,89762.4000,0.0000,0.0000,130155.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00779,RAPOPORT ACADEMY,Educational Institution,Charter,12,2,161-802,MCLENNAN,2,0,2,2021-05-01T00:00:00.000,3652,0,11414,0,0,8253.5200,0.0000,41090.4000,0.0000,0.0000,49343.9200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00797,HALLSBURG ISD,Educational Institution,Public,12,2,161-924,MCLENNAN,2,1,1,2021-05-01T00:00:00.000,1138,0,2840,0,0,2571.8800,0.0000,10224.0000,0.0000,0.0000,12795.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00889,MINERAL WELLS ISD,Educational Institution,Public,11,2,182-903,PALO PINTO,5,0,5,2020-12-01T00:00:00.000,19172,0,20126,0,0,43328.7200,0.0000,72453.6000,0.0000,0.0000,115782.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00243,TEXLINE ISD,Educational Institution,Public,16,1,056-902,DALLAM,2,1,1,2021-02-01T00:00:00.000,1304,0,1775,0,0,2947.0400,0.0000,6390.0000,0.0000,0.0000,9337.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00419,WAELDER ISD,Educational Institution,Public,13,3,089-905,GONZALES,1,0,1,2021-08-01T00:00:00.000,1759,0,2710,0,0,4331.5300,0.0000,11700.4200,0.0000,0.0000,16031.9500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00435,GUNTER ISD,Educational Institution,Public,10,2,091-917,GRAYSON,3,0,3,2021-09-01T00:00:00.000,8281,0,16209,0,0,20391.9500,0.0000,69982.3500,0.0000,0.0000,90374.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00438,KILGORE ISD,Educational Institution,Public,7,2,092-902,GREGG,6,0,6,2021-05-01T00:00:00.000,14973,0,31781,0,0,33838.9800,0.0000,114411.6000,0.0000,0.0000,148250.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00635,JACKSBORO ISD,Educational Institution,Public,9,2,119-902,JACK,3,0,3,2021-09-01T00:00:00.000,10429,0,12771,0,0,25681.4100,0.0000,55138.7900,0.0000,0.0000,80820.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00661,PREMONT ISD,Educational Institution,Public,2,5,125-905,JIM WELLS,1,1,0,2021-07-01T00:00:00.000,129,0,133,0,0,317.6600,0.0000,574.2200,0.0000,0.0000,891.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,6,2,4,2021-06-01T00:00:00.000,2919,0,3811,0,0,6416.0100,0.0000,13719.6000,0.0000,0.0000,20135.6100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00115,BRAZOSPORT ISD,Educational Institution,Public,4,3,020-905,BRAZORIA,23,4,19,2021-03-01T00:00:00.000,53640,0,122988,0,0,121226.4000,0.0000,442756.8000,0.0000,0.0000,563983.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00122,COLLEGE STATION ISD,Educational Institution,Public,6,3,021-901,BRAZOS,19,0,19,2021-09-01T00:00:00.000,69930,0,184361,0,0,172202.6100,0.0000,795978.6100,0.0000,0.0000,968181.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00205,WYLIE ISD-WYLIE,Educational Institution,Public,10,2,043-914,COLLIN,22,2,20,2021-02-01T00:00:00.000,30222,0,91229,0,0,64109.9900,0.0000,326599.8200,0.0000,0.0000,390709.8100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00215,COMAL ISD,Educational Institution,Public,20,4,046-902,COMAL,37,7,30,2021-05-01T00:00:00.000,77384,0,249939,0,0,165113.9200,0.0000,894781.6200,0.0000,0.0000,1059895.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00390,FAIRFIELD ISD,Educational Institution,Public,12,2,081-902,FREESTONE,4,0,4,2021-02-01T00:00:00.000,4141,0,9208,0,0,9358.6600,0.0000,33148.8000,0.0000,0.0000,42507.4600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00800,DEVINE ISD,Educational Institution,Public,20,4,163-901,MEDINA,5,1,4,2021-01-01T00:00:00.000,8424,0,15514,0,0,19038.2400,0.0000,55850.4000,0.0000,0.0000,74888.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00835,NEW CANEY ISD,Educational Institution,Public,6,3,170-908,MONTGOMERY,1,0,1,2021-07-01T00:00:00.000,233,0,1488,0,0,573.7600,0.0000,6424.4400,0.0000,0.0000,6998.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00904,GARNER ISD,Educational Institution,Public,11,2,184-911,PARKER,1,0,1,2021-08-01T00:00:00.000,1766,0,1433,0,0,4348.7700,0.0000,6186.9700,0.0000,0.0000,10535.7400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01072,DEL VALLE ISD,Educational Institution,Public,13,4,227-910,TRAVIS,5,5,0,2021-07-01T00:00:00.000,1723,0,2982,0,0,4242.8800,0.0000,12874.7800,0.0000,0.0000,17117.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,04199,"AUSTIN ACHIEVE PUBLIC SCHOOLS, INC.",Educational Institution,Charter,13,4,227-825,TRAVIS,5,3,2,2020-11-01T00:00:00.000,33329,0,33374,0,0,75323.5400,0.0000,120146.4000,0.0000,0.0000,195469.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,8,3,5,2021-03-01T00:00:00.000,52684,0,52794,0,0,119065.8400,0.0000,190058.4000,0.0000,0.0000,309124.2400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00588,AQUILLA ISD,Educational Institution,Public,12,2,109-912,HILL,1,0,1,2021-05-01T00:00:00.000,1924,0,3219,0,0,4348.2400,0.0000,11588.4000,0.0000,0.0000,15936.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00627,BLAND ISD,Educational Institution,Public,10,2,116-915,HUNT,2,1,1,2021-09-01T00:00:00.000,5467,0,9476,0,0,13462.4800,0.0000,40912.6300,0.0000,0.0000,54375.1100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00683,KAUFMAN ISD,Educational Institution,Public,10,2,129-903,KAUFMAN,7,0,7,2021-09-01T00:00:00.000,24636,0,51391,0,0,60666.1500,0.0000,221880.6400,0.0000,0.0000,282546.7900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00748,LLANO ISD,Educational Institution,Public,13,4,150-901,LLANO,4,0,4,2021-08-01T00:00:00.000,13253,0,17338,0,0,32635.5100,0.0000,74856.8100,0.0000,0.0000,107492.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00786,MCGREGOR ISD,Educational Institution,Public,12,2,161-909,MCLENNAN,5,1,4,2021-05-01T00:00:00.000,9553,0,15456,0,0,21589.7800,0.0000,55641.6000,0.0000,0.0000,77231.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00391,TEAGUE ISD,Educational Institution,Public,12,2,081-904,FREESTONE,3,1,2,2021-04-01T00:00:00.000,7565,0,15059,0,0,17096.9000,0.0000,54212.4000,0.0000,0.0000,71309.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00407,HITCHCOCK ISD,Educational Institution,Public,4,3,084-908,GALVESTON,5,2,3,2021-04-01T00:00:00.000,17245,0,23817,0,0,38973.7000,0.0000,85741.2000,0.0000,0.0000,124714.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00421,MCLEAN ISD,Educational Institution,Public,16,1,090-903,GRAY,1,0,1,2021-08-01T00:00:00.000,768,0,1215,0,0,1891.2000,0.0000,5245.7600,0.0000,0.0000,7136.9600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00439,LONGVIEW ISD,Educational Institution,Public,7,2,092-903,GREGG,16,3,13,2020-11-01T00:00:00.000,40419,0,59082,0,0,91346.9400,0.0000,212695.2000,0.0000,0.0000,304042.1400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00466,KOUNTZE ISD,Educational Institution,Public,5,3,100-903,HARDIN,2,0,2,2021-06-01T00:00:00.000,696,0,1229,0,0,1386.1100,0.0000,4424.4000,0.0000,0.0000,5810.5100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00546,SAN MARCOS CONS ISD,Educational Institution,Public,13,4,105-902,HAYS,16,4,12,2021-04-01T00:00:00.000,46436,0,96808,0,0,104945.3600,0.0000,348508.8000,0.0000,0.0000,453454.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00012,HUNTINGTON ISD,Educational Institution,Public,7,3,003-904,ANGELINA,4,0,4,2021-02-01T00:00:00.000,6475,0,14792,0,0,14633.5000,0.0000,53251.2000,0.0000,0.0000,67884.7000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00016,ARANSAS COUNTY ISD,Educational Institution,Public,2,5,004-901,ARANSAS,2,0,2,2021-06-01T00:00:00.000,2618,0,3743,0,0,5916.6800,0.0000,13474.8000,0.0000,0.0000,19391.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00039,PAWNEE ISD,Educational Institution,Public,2,5,013-902,BEE,4,0,4,2021-08-01T00:00:00.000,3919,0,3927,0,0,9650.5300,0.0000,16954.8200,0.0000,0.0000,26605.3500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00091,JUDSON ISD,Educational Institution,Public,20,4,015-916,BEXAR,8,0,8,2021-07-01T00:00:00.000,10120,0,14087,0,0,24920.5000,0.0000,60820.6200,0.0000,0.0000,85741.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00094,BLANCO ISD,Educational Institution,Public,13,4,016-902,BLANCO,4,1,3,2021-03-01T00:00:00.000,4309,0,10142,0,0,9738.3400,0.0000,36511.2000,0.0000,0.0000,46249.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00108,SIMMS ISD,Educational Institution,Public,8,2,019-909,BOWIE,3,0,3,2021-05-01T00:00:00.000,1311,0,4455,0,0,2962.8600,0.0000,16038.0000,0.0000,0.0000,19000.8600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00889,MINERAL WELLS ISD,Educational Institution,Public,11,2,182-903,PALO PINTO,2,1,1,2021-06-01T00:00:00.000,12659,0,15056,0,0,28609.3400,0.0000,54201.6000,0.0000,0.0000,82810.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01006,SONORA ISD,Educational Institution,Public,15,4,218-901,SUTTON,2,0,2,2021-09-01T00:00:00.000,9976,0,8652,0,0,24565.9000,0.0000,37355.0100,0.0000,0.0000,61920.9100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01115,ROYAL ISD,Educational Institution,Public,4,3,237-905,WALLER,6,2,4,2020-11-01T00:00:00.000,15521,0,21443,0,0,35077.4600,0.0000,77194.8000,0.0000,0.0000,112272.2600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,04187,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,Educational Institution,Charter,10,2,043-801,COLLIN,1,0,1,2021-08-01T00:00:00.000,0,0,4949,0,0,0.0000,0.0000,21367.3000,0.0000,0.0000,21367.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06582,"Reve Preparatory, Inc.",Educational Institution,Charter,4,3,101-876,HARRIS,1,0,1,2021-08-01T00:00:00.000,919,0,793,0,0,2263.0300,0.0000,3423.7700,0.0000,0.0000,5686.8000
