programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00573,SHARYLAND ISD,Educational Institution,Public,1,5,108-911,HIDALGO,13,0,13,2021-08-01T00:00:00.000,38898,0,64656,0,0,95786.3200,0.0000,279152.2800,0.0000,0.0000,374938.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00094,BLANCO ISD,Educational Institution,Public,13,4,016-902,BLANCO,4,1,3,2021-04-01T00:00:00.000,5526,0,13669,0,0,12488.7600,0.0000,49208.4000,0.0000,0.0000,61697.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00205,WYLIE ISD-WYLIE,Educational Institution,Public,10,2,043-914,COLLIN,22,2,20,2021-04-01T00:00:00.000,48971,0,142415,0,0,103741.0300,0.0000,509845.7000,0.0000,0.0000,613586.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00241,CULBERSON COUNTY-ALLAMORE ISD,Educational Institution,Public,18,1,055-901,CULBERSON,3,2,1,2021-01-01T00:00:00.000,2598,0,2522,0,0,5871.4800,0.0000,9079.2000,0.0000,0.0000,14950.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00017,ARCHER CITY ISD,Educational Institution,Public,9,2,005-901,ARCHER,2,0,2,2021-08-01T00:00:00.000,2348,0,2639,0,0,5781.9500,0.0000,11393.8800,0.0000,0.0000,17175.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00225,CALLISBURG ISD,Educational Institution,Public,11,2,049-905,COOKE,3,1,2,2020-11-01T00:00:00.000,4873,0,10541,0,0,11012.9800,0.0000,37947.6000,0.0000,0.0000,48960.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00243,TEXLINE ISD,Educational Institution,Public,16,1,056-902,DALLAM,2,1,1,2020-11-01T00:00:00.000,838,0,1316,0,0,1893.8800,0.0000,4737.6000,0.0000,0.0000,6631.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00987,STRATFORD ISD,Educational Institution,Public,16,1,211-902,SHERMAN,3,0,3,2020-11-01T00:00:00.000,3387,0,6352,0,0,7654.6200,0.0000,22867.2000,0.0000,0.0000,30521.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00946,BALLINGER ISD,Educational Institution,Public,15,1,200-901,RUNNELS,3,0,3,2020-11-01T00:00:00.000,5019,0,6835,0,0,11342.9400,0.0000,24606.0000,0.0000,0.0000,35948.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00808,GREENWOOD ISD,Educational Institution,Public,18,1,165-902,MIDLAND,4,0,4,2020-12-01T00:00:00.000,6063,0,20409,0,0,12945.7300,0.0000,73064.2200,0.0000,0.0000,86009.9500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00932,DETROIT ISD,Educational Institution,Public,8,2,194-905,RED RIVER,3,0,3,2021-03-01T00:00:00.000,3976,0,5807,0,0,8985.7600,0.0000,20905.2000,0.0000,0.0000,29890.9600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00012,HUNTINGTON ISD,Educational Institution,Public,7,3,003-904,ANGELINA,4,0,4,2021-09-01T00:00:00.000,8736,0,22725,0,0,21512.4000,0.0000,98115.1800,0.0000,0.0000,119627.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00153,LA FERIA ISD,Educational Institution,Public,1,5,031-905,CAMERON,9,2,7,2020-12-01T00:00:00.000,22399,0,25658,0,0,46892.5100,0.0000,92368.8000,0.0000,0.0000,139261.3100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01334,FATHER YERMO SCHOOLS,Private Non Profit Organization,Private,19,1,071-,EL PASO,1,0,1,2021-09-01T00:00:00.000,1540,0,3915,0,0,3792.2500,0.0000,16903.0100,0.0000,0.0000,20695.2600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01658,UPLIFT EDUCATION-NORTH HILLS PREPARATORY,Educational Institution,Charter,10,2,057-803,DALLAS,21,21,0,2021-08-01T00:00:00.000,111133,0,245911,0,0,273665.0100,0.0000,1061720.7400,0.0000,0.0000,1335385.7500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00570,MISSION CONS ISD,Educational Institution,Public,1,5,108-908,HIDALGO,33,9,24,2021-06-01T00:00:00.000,117951,0,118675,0,0,265788.9300,0.0000,427230.0000,0.0000,0.0000,693018.9300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,80,41,39,2021-01-01T00:00:00.000,226725,0,227145,0,0,512398.5000,0.0000,817722.0000,0.0000,0.0000,1330120.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00997,WINONA ISD,Educational Institution,Public,7,2,212-910,SMITH,2,1,1,2021-06-01T00:00:00.000,926,0,1211,0,0,2092.7600,0.0000,4359.6000,0.0000,0.0000,6452.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00893,BECKVILLE ISD,Educational Institution,Public,7,2,183-901,PANOLA,1,1,0,2021-07-01T00:00:00.000,96,0,96,0,0,236.4000,0.0000,414.4800,0.0000,0.0000,650.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00897,POOLVILLE ISD,Educational Institution,Public,11,2,184-901,PARKER,3,0,3,2021-02-01T00:00:00.000,1682,0,3435,0,0,3801.3200,0.0000,12366.0000,0.0000,0.0000,16167.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00690,JAYTON-GIRARD ISD,Educational Institution,Public,17,1,132-902,KENT,1,1,0,2021-09-01T00:00:00.000,2178,0,2971,0,0,5363.3200,0.0000,12827.2900,0.0000,0.0000,18190.6100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00040,PETTUS ISD,Educational Institution,Public,2,5,013-903,BEE,1,0,1,2021-07-01T00:00:00.000,232,0,298,0,0,571.3000,0.0000,1286.6100,0.0000,0.0000,1857.9100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00557,MURCHISON ISD,Educational Institution,Public,7,2,107-908,HENDERSON,1,1,0,2021-05-01T00:00:00.000,1076,0,1313,0,0,2431.7600,0.0000,4726.8000,0.0000,0.0000,7158.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00234,COPPERAS COVE ISD,Educational Institution,Public,12,2,050-910,CORYELL,3,3,0,2021-06-01T00:00:00.000,6176,0,8898,0,0,13957.7600,0.0000,32032.8000,0.0000,0.0000,45990.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00276,DALLAS ISD,Educational Institution,Public,10,2,057-905,DALLAS,220,220,0,2020-12-01T00:00:00.000,637504,0,744193,0,0,1439072.5800,0.0000,2679094.8000,0.0000,0.0000,4118167.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00780,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,12,2,161-807,MCLENNAN,24,8,16,2021-04-01T00:00:00.000,23927,0,37800,0,0,54075.0200,0.0000,136080.0000,0.0000,0.0000,190155.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00815,GOLDTHWAITE ISD,Educational Institution,Public,12,2,167-901,MILLS,3,0,3,2021-08-01T00:00:00.000,1178,0,1906,0,0,2900.8200,0.0000,8229.1500,0.0000,0.0000,11129.9700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00108,SIMMS ISD,Educational Institution,Public,8,2,019-909,BOWIE,3,0,3,2021-09-01T00:00:00.000,1541,0,4764,0,0,3794.7100,0.0000,20568.5700,0.0000,0.0000,24363.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00305,LAKE DALLAS ISD,Educational Institution,Public,11,2,061-912,DENTON,5,3,2,2021-09-01T00:00:00.000,29874,0,53330,0,0,73564.7200,0.0000,230252.2700,0.0000,0.0000,303816.9900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00767,GRADY ISD,Educational Institution,Public,18,1,156-905,MARTIN,1,0,1,2021-08-01T00:00:00.000,864,0,1655,0,0,2127.6000,0.0000,7145.4600,0.0000,0.0000,9273.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,8,4,4,2020-10-01T00:00:00.000,13799,0,24408,0,0,31185.7400,0.0000,87868.8000,0.0000,0.0000,119054.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01154,TAYLOR ISD,Educational Institution,Public,13,4,246-911,WILLIAMSON,5,5,0,2021-02-01T00:00:00.000,22151,0,21669,0,0,50061.2600,0.0000,78008.4000,0.0000,0.0000,128069.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01155,THRALL ISD,Educational Institution,Public,13,4,246-912,WILLIAMSON,3,0,3,2021-04-01T00:00:00.000,5237,0,8505,0,0,11835.6200,0.0000,30447.9000,0.0000,0.0000,42283.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00184,PETROLIA ISD,Educational Institution,Public,9,2,039-903,CLAY,2,0,2,2020-11-01T00:00:00.000,3522,0,3536,0,0,7959.7200,0.0000,12729.6000,0.0000,0.0000,20689.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00918,AMARILLO ISD,Educational Institution,Public,16,1,188-901,POTTER,68,14,54,2021-04-01T00:00:00.000,209887,0,355584,0,0,473572.4300,0.0000,1280102.4000,0.0000,0.0000,1753674.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,139,54,85,2021-06-01T00:00:00.000,133041,0,144971,340,603,300672.6600,0.0000,521895.6000,326.4000,2128.5900,825023.2500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,Public,20,4,232-903,UVALDE,15,7,8,2020-12-01T00:00:00.000,28005,0,30466,0,0,63262.4400,0.0000,109677.6000,0.0000,0.0000,172940.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,3,1,2,2021-06-01T00:00:00.000,7574,0,9966,0,0,17117.2400,0.0000,35877.6000,0.0000,0.0000,52994.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01045,MOUNT PLEASANT ISD,Educational Institution,Public,8,2,225-902,TITUS,9,0,9,2021-09-01T00:00:00.000,34700,0,72620,0,0,85448.7500,0.0000,313536.8500,0.0000,0.0000,398985.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00926,REAGAN COUNTY ISD,Educational Institution,Public,18,4,192-901,REAGAN,4,1,3,2020-11-01T00:00:00.000,5098,0,6260,0,0,11521.4800,0.0000,22536.0000,0.0000,0.0000,34057.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,4,3,1,2020-11-01T00:00:00.000,61103,0,61103,0,0,138092.7800,0.0000,219970.8000,0.0000,0.0000,358063.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00635,JACKSBORO ISD,Educational Institution,Public,9,2,119-902,JACK,2,0,2,2021-06-01T00:00:00.000,1952,0,1925,0,0,4411.5200,0.0000,6930.0000,0.0000,0.0000,11341.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00497,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-846,HARRIS,12,6,6,2021-02-01T00:00:00.000,3239,0,4105,0,0,7320.1400,0.0000,14778.0000,0.0000,0.0000,22098.1400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00508,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-858,HARRIS,7,7,0,2021-06-01T00:00:00.000,4083,0,4147,0,0,8342.9100,0.0000,14929.2000,0.0000,0.0000,23272.1100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01146,SAN PERLITA ISD,Educational Institution,Public,1,5,245-904,WILLACY,1,0,1,2021-07-01T00:00:00.000,122,0,122,0,0,300.4200,0.0000,526.7300,0.0000,0.0000,827.1500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,72,72,0,2021-05-01T00:00:00.000,309164,0,336274,0,0,698710.6400,0.0000,1210586.4000,0.0000,0.0000,1909297.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06376,YELLOWSTONE EDUCATION FOUNDATION,Private Non Profit Organization,Charter,4,3,101-873,HARRIS,1,0,1,2021-03-01T00:00:00.000,1947,0,1853,0,0,4400.2200,0.0000,6670.8000,0.0000,0.0000,11071.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00900,MILLSAP ISD,Educational Institution,Public,11,2,184-904,PARKER,4,2,2,2021-06-01T00:00:00.000,2352,0,3357,0,0,5315.5200,0.0000,12018.0600,0.0000,0.0000,17333.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00100,WALNUT SPRINGS ISD,Educational Institution,Public,12,2,018-905,BOSQUE,1,0,1,2021-09-01T00:00:00.000,1733,0,2733,0,0,4267.5100,0.0000,11799.7200,0.0000,0.0000,16067.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00155,POINT ISABEL ISD,Educational Institution,Public,1,5,031-909,CAMERON,7,3,4,2021-04-01T00:00:00.000,38111,0,35232,0,0,86130.8600,0.0000,126835.2000,0.0000,0.0000,212966.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00999,GLEN ROSE ISD,Educational Institution,Public,11,2,213-901,SOMERVELL,4,0,4,2020-10-01T00:00:00.000,9301,0,21380,0,0,21020.2600,0.0000,76968.0000,0.0000,0.0000,97988.2600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00134,ZEPHYR ISD,Educational Institution,Public,15,1,025-906,BROWN,1,0,1,2021-09-01T00:00:00.000,1869,0,3452,0,0,4602.4100,0.0000,14904.0100,0.0000,0.0000,19506.4200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00911,IRAAN-SHEFFIELD ISD,Educational Institution,Public,18,1,186-903,PECOS,3,0,3,2020-11-01T00:00:00.000,1590,0,3031,0,0,3593.4000,0.0000,10911.6000,0.0000,0.0000,14505.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00402,DICKINSON ISD,Educational Institution,Public,4,3,084-901,GALVESTON,17,3,14,2020-10-01T00:00:00.000,84328,0,114866,0,0,190581.2800,0.0000,413517.6000,0.0000,0.0000,604098.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00477,UNIVERSITY OF  HOUSTON  CHARTER,Educational Institution,Charter,4,3,101-807,HARRIS,2,1,1,2021-03-01T00:00:00.000,740,0,766,0,0,1672.4000,0.0000,2757.6000,0.0000,0.0000,4430.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00080,EDGEWOOD ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-905,BEXAR,35,17,18,2021-02-01T00:00:00.000,41495,0,47926,0,0,93778.7000,0.0000,172533.6000,0.0000,0.0000,266312.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00089,FT SAM HOUSTON ISD,Educational Institution,Public,20,4,015-914,BEXAR,2,0,2,2021-09-01T00:00:00.000,13187,0,22861,0,0,32472.9800,0.0000,98702.3600,0.0000,0.0000,131175.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01087,UNION HILL ISD,Educational Institution,Public,7,2,230-904,UPSHUR,2,0,2,2021-04-01T00:00:00.000,1758,0,3531,0,0,3973.0800,0.0000,12711.6000,0.0000,0.0000,16684.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00230,EVANT ISD,Educational Institution,Public,12,2,050-901,CORYELL,2,0,2,2020-10-01T00:00:00.000,2047,0,2985,0,0,4626.2200,0.0000,10746.0000,0.0000,0.0000,15372.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00830,CONROE ISD,Educational Institution,Public,6,3,170-902,MONTGOMERY,13,4,9,2021-06-01T00:00:00.000,25521,0,48489,0,0,57101.0000,0.0000,174560.4000,0.0000,0.0000,231661.4000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00393,DEW ISD,Educational Institution,Public,12,2,081-906,FREESTONE,2,1,1,2020-12-01T00:00:00.000,600,0,1393,0,0,1356.0000,0.0000,5014.8000,0.0000,0.0000,6370.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00724,GIDDINGS ISD,Educational Institution,Public,13,4,144-901,LEE,5,1,4,2020-11-01T00:00:00.000,8414,0,17870,0,0,17647.3800,0.0000,64332.0000,0.0000,0.0000,81979.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00102,KOPPERL ISD,Educational Institution,Public,12,2,018-907,BOSQUE,1,1,0,2021-03-01T00:00:00.000,2686,0,2680,0,0,6070.3600,0.0000,9648.0000,0.0000,0.0000,15718.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01308,LITTLE FLOWER SCHOOL,Private Non Profit Organization,Private,20,4,015-,BEXAR,1,0,1,2021-08-01T00:00:00.000,349,0,617,0,0,859.4100,0.0000,2663.8900,0.0000,0.0000,3523.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00787,MOODY ISD,Educational Institution,Public,12,2,161-910,MCLENNAN,5,1,4,2021-04-01T00:00:00.000,8235,0,9121,0,0,18119.0000,0.0000,32835.6000,0.0000,0.0000,50954.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00126,MARATHON ISD,Educational Institution,Public,18,1,022-902,BREWSTER,2,1,1,2020-12-01T00:00:00.000,445,0,0,0,0,841.0500,0.0000,0.0000,0.0000,0.0000,841.0500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00529,SPRING BRANCH ISD,Educational Institution,Public,4,3,101-920,HARRIS,44,0,44,2021-08-01T00:00:00.000,76474,0,223644,0,0,188317.2200,0.0000,965582.9700,0.0000,0.0000,1153900.1900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00450,NAVARRO ISD,Educational Institution,Public,20,4,094-903,GUADALUPE,4,0,4,2021-08-01T00:00:00.000,5382,0,10821,0,0,13253.1700,0.0000,46719.6600,0.0000,0.0000,59972.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00822,BOWIE ISD,Educational Institution,Public,9,2,169-901,MONTAGUE,3,0,3,2021-01-01T00:00:00.000,10862,0,12511,0,0,24548.1200,0.0000,45039.6000,0.0000,0.0000,69587.7200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,43,0,43,2021-09-01T00:00:00.000,294938,0,409497,0,0,726284.8200,0.0000,1768003.2900,0.0000,0.0000,2494288.1100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06600,WIRE HOLLOW EDUCATION INNOVATION,Educational Institution,Charter,17,1,152-806,LUBBOCK,1,0,1,2021-06-01T00:00:00.000,597,0,832,0,0,1349.2200,0.0000,2995.2000,0.0000,0.0000,4344.4200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00924,RAINS ISD,Educational Institution,Public,7,2,190-903,RAINS,4,0,4,2021-03-01T00:00:00.000,9535,0,19513,0,0,21549.1000,0.0000,70246.8000,0.0000,0.0000,91795.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00391,TEAGUE ISD,Educational Institution,Public,12,2,081-904,FREESTONE,3,1,2,2021-05-01T00:00:00.000,4592,0,9362,0,0,10377.9200,0.0000,33703.2000,0.0000,0.0000,44081.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00363,MARLIN ISD,Educational Institution,Public,12,2,073-903,FALLS,1,0,1,2021-06-01T00:00:00.000,656,0,1382,0,0,1482.5600,0.0000,4975.2000,0.0000,0.0000,6457.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00601,CUMBY ISD,Educational Institution,Public,8,2,112-905,HOPKINS,3,1,2,2021-01-01T00:00:00.000,3283,0,3732,0,0,7419.5800,0.0000,13435.2000,0.0000,0.0000,20854.7800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00323,EASTLAND ISD,Educational Institution,Public,14,1,067-903,EASTLAND,3,0,3,2021-09-01T00:00:00.000,4537,0,11060,0,0,11172.3600,0.0000,47751.5500,0.0000,0.0000,58923.9100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00508,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-858,HARRIS,4,4,0,2021-07-01T00:00:00.000,1071,0,1164,0,0,2637.3300,0.0000,5025.5700,0.0000,0.0000,7662.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00520,GALENA PARK ISD,Educational Institution,Public,4,3,101-910,HARRIS,23,0,23,2021-08-01T00:00:00.000,130434,0,202213,0,0,321193.7200,0.0000,873054.6200,0.0000,0.0000,1194248.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00274,CARROLLTON-FARMERS BRANCH,Educational Institution,Public,10,2,057-903,DALLAS,41,4,37,2021-02-01T00:00:00.000,45369,0,100184,0,0,102345.6100,0.0000,360662.4000,0.0000,0.0000,463008.0100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00993,TROUP ISD,Educational Institution,Public,7,2,212-904,SMITH,3,0,3,2021-01-01T00:00:00.000,7632,0,8427,0,0,17248.3200,0.0000,30337.2000,0.0000,0.0000,47585.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00815,GOLDTHWAITE ISD,Educational Institution,Public,12,2,167-901,MILLS,3,0,3,2021-09-01T00:00:00.000,2948,0,4757,0,0,7259.4500,0.0000,20538.3400,0.0000,0.0000,27797.7900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00083,SOUTH SAN ANTONIO ISD,Educational Institution,Public,20,4,015-908,BEXAR,6,6,0,2021-07-01T00:00:00.000,1271,0,2001,0,0,3129.8300,0.0000,8639.3100,0.0000,0.0000,11769.1400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00573,SHARYLAND ISD,Educational Institution,Public,1,5,108-911,HIDALGO,3,2,1,2021-07-01T00:00:00.000,22587,0,23292,0,0,55620.4800,0.0000,100563.2100,0.0000,0.0000,156183.6900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00330,FAITH FAMILY KIDS,Educational Institution,Charter,10,2,070-801,ELLIS,2,0,2,2021-06-01T00:00:00.000,4245,0,8081,0,0,9593.7000,0.0000,29091.6000,0.0000,0.0000,38685.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00441,SABINE ISD,Educational Institution,Public,7,2,092-906,GREGG,3,0,3,2021-09-01T00:00:00.000,9487,0,21283,0,0,23361.7300,0.0000,91889.3500,0.0000,0.0000,115251.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01176,WINNSBORO ISD,Educational Institution,Public,7,2,250-907,WOOD,5,1,4,2021-05-01T00:00:00.000,5874,0,14585,0,0,13275.2400,0.0000,52506.0000,0.0000,0.0000,65781.2400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01055,VERIBEST ISD,Educational Institution,Public,15,4,226-908,TOM GREEN,2,0,2,2021-09-01T00:00:00.000,1853,0,3590,0,0,4563.0100,0.0000,15499.8200,0.0000,0.0000,20062.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00345,CLINT ISD,Educational Institution,Public,19,1,071-901,EL PASO,14,0,14,2021-05-01T00:00:00.000,148743,0,114843,0,0,281124.2700,0.0000,413434.8000,0.0000,0.0000,694559.0700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00652,PORT ARTHUR ISD,Educational Institution,Public,5,3,123-907,JEFFERSON,14,13,1,2021-06-01T00:00:00.000,11490,0,30396,0,0,25967.4000,0.0000,109425.6000,0.0000,0.0000,135393.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00755,FRENSHIP ISD,Educational Institution,Public,17,1,152-907,LUBBOCK,14,2,12,2021-03-01T00:00:00.000,41060,0,98284,0,0,92795.6000,0.0000,353822.4000,0.0000,0.0000,446618.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,52,25,27,2020-10-01T00:00:00.000,317496,0,317584,0,0,717540.9600,0.0000,1143302.4000,0.0000,0.0000,1860843.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00116,SWEENY ISD,Educational Institution,Public,4,3,020-906,BRAZORIA,3,0,3,2021-08-01T00:00:00.000,5098,0,10408,0,0,12553.8200,0.0000,44936.5400,0.0000,0.0000,57490.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00427,HOWE ISD,Educational Institution,Public,10,2,091-905,GRAYSON,4,0,4,2021-09-01T00:00:00.000,5650,0,15822,0,0,13913.1200,0.0000,68311.4800,0.0000,0.0000,82224.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00091,JUDSON ISD,Educational Institution,Public,20,4,015-916,BEXAR,36,5,31,2021-02-01T00:00:00.000,80665,0,99781,0,0,182302.9000,0.0000,359211.6000,0.0000,0.0000,541514.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00125,ALPINE ISD,Educational Institution,Public,18,1,022-901,BREWSTER,4,1,3,2020-11-01T00:00:00.000,1748,0,4865,0,0,3950.4800,0.0000,17514.0000,0.0000,0.0000,21464.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00573,SHARYLAND ISD,Educational Institution,Public,1,5,108-911,HIDALGO,23,11,12,2020-12-01T00:00:00.000,135259,0,137663,0,0,305685.3400,0.0000,495586.8000,0.0000,0.0000,801272.1400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00971,SAN SABA ISD,Educational Institution,Public,15,2,206-901,SAN SABA,3,0,3,2021-08-01T00:00:00.000,1695,0,3061,0,0,4173.9300,0.0000,13215.8600,0.0000,0.0000,17389.7900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00830,CONROE ISD,Educational Institution,Public,6,3,170-902,MONTGOMERY,1,0,1,2021-07-01T00:00:00.000,192,0,1057,0,0,472.8000,0.0000,4563.5900,0.0000,0.0000,5036.3900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00439,LONGVIEW ISD,Educational Institution,Public,7,2,092-903,GREGG,2,0,2,2021-07-01T00:00:00.000,3634,0,4507,0,0,8948.7200,0.0000,19458.9700,0.0000,0.0000,28407.6900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00698,KINGSVILLE ISD,Educational Institution,Public,2,5,137-901,KLEBERG,5,0,5,2021-08-01T00:00:00.000,9556,0,12497,0,0,23531.6500,0.0000,53955.7900,0.0000,0.0000,77487.4400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00581,COVINGTON ISD,Educational Institution,Public,12,2,109-903,HILL,2,1,1,2021-03-01T00:00:00.000,3112,0,3462,0,0,7033.1200,0.0000,12463.2000,0.0000,0.0000,19496.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00432,WHITEWRIGHT ISD,Educational Institution,Public,10,2,091-910,GRAYSON,2,2,0,2021-03-01T00:00:00.000,5042,0,8888,0,0,11394.9200,0.0000,31996.8000,0.0000,0.0000,43391.7200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00755,FRENSHIP ISD,Educational Institution,Public,17,1,152-907,LUBBOCK,14,2,12,2021-04-01T00:00:00.000,42691,0,109876,0,0,96481.6600,0.0000,395553.6000,0.0000,0.0000,492035.2600
