programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,2,2,0,2020-07-01T00:00:00.000,8975,0,8975,0,0,19386.0000,0.0000,33746.0000,0.0000,0.0000,5452.3200,58584.3200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,7,1,6,2020-09-01T00:00:00.000,25455,0,25805,0,0,54982.8000,0.0000,97026.8000,0.0000,0.0000,15601.2900,167610.8900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00940,CALVERT ISD,Educational Institution,School Food Authority,6,3,198-902,ROBERTSON,1,1,0,2020-03-01T00:00:00.000,785,0,785,0,0,1695.6000,0.0000,2951.6000,0.0000,0.0000,476.8900,5124.0900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00940,CALVERT ISD,Educational Institution,School Food Authority,6,3,198-902,ROBERTSON,1,1,0,2020-04-01T00:00:00.000,1911,0,1911,0,0,4127.7600,0.0000,7185.3600,0.0000,0.0000,1160.9400,12474.0600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00940,CALVERT ISD,Educational Institution,School Food Authority,6,3,198-902,ROBERTSON,1,1,0,2020-05-01T00:00:00.000,1837,0,1837,0,0,3967.9200,0.0000,6907.1200,0.0000,0.0000,1115.9800,11991.0200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00940,CALVERT ISD,Educational Institution,School Food Authority,6,3,198-902,ROBERTSON,1,1,0,2020-06-01T00:00:00.000,1611,0,1611,0,0,3479.7600,0.0000,6057.3600,0.0000,0.0000,978.6900,10515.8100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00942,HEARNE ISD,Educational Institution,School Food Authority,13,3,198-905,ROBERTSON,2,2,0,2020-03-01T00:00:00.000,3120,0,3120,0,0,6739.2000,0.0000,11731.2000,0.0000,0.0000,1895.4000,20365.8000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00942,HEARNE ISD,Educational Institution,School Food Authority,13,3,198-905,ROBERTSON,2,2,0,2020-04-01T00:00:00.000,8535,0,8535,0,0,18435.6000,0.0000,32091.6000,0.0000,0.0000,5185.0200,55712.2200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00942,HEARNE ISD,Educational Institution,School Food Authority,13,3,198-905,ROBERTSON,2,2,0,2020-05-01T00:00:00.000,2663,0,2663,0,0,5752.0800,0.0000,10012.8800,0.0000,0.0000,1617.7800,17382.7400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00942,HEARNE ISD,Educational Institution,School Food Authority,13,3,198-905,ROBERTSON,1,1,0,2020-07-01T00:00:00.000,0,0,1850,0,0,0.0000,0.0000,6956.0000,0.0000,0.0000,726.1300,7682.1300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2020-09-01T00:00:00.000,6285,0,8121,0,0,13575.6000,0.0000,30534.9600,0.0000,0.0000,4538.7700,48649.3300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00948,WINTERS ISD,Educational Institution,School Food Authority,15,1,200-904,RUNNELS,1,1,0,2020-06-01T00:00:00.000,851,0,1471,0,0,1838.1600,0.0000,5530.9600,0.0000,0.0000,760.3400,8129.4600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00948,WINTERS ISD,Educational Institution,School Food Authority,15,1,200-904,RUNNELS,1,1,0,2020-07-01T00:00:00.000,181,0,367,0,0,390.9600,0.0000,1379.9200,0.0000,0.0000,182.9700,1953.8500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,2,2,0,2020-03-01T00:00:00.000,9260,0,12218,0,0,20001.6000,0.0000,45939.6800,0.0000,0.0000,6786.4700,72727.7500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,2,2,0,2020-04-01T00:00:00.000,27318,0,27384,0,0,59006.8800,0.0000,102963.8400,0.0000,0.0000,16621.5900,178592.3100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,2,2,0,2020-05-01T00:00:00.000,19055,0,18672,0,0,41158.8000,0.0000,70206.7200,0.0000,0.0000,11425.5900,122791.1100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,2,2,0,2020-06-01T00:00:00.000,10586,0,10465,0,0,22865.7600,0.0000,39348.4000,0.0000,0.0000,6383.5000,68597.6600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,10,4,6,2020-09-01T00:00:00.000,28918,0,27897,0,0,62462.8800,0.0000,104892.7200,0.0000,0.0000,17166.9400,184522.5400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,School Food Authority,2,5,205-904,SAN PATRICIO,7,7,0,2020-03-01T00:00:00.000,5673,0,5915,0,0,12253.6800,0.0000,22240.4000,0.0000,0.0000,3541.3400,38035.4200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,School Food Authority,2,5,205-904,SAN PATRICIO,7,7,0,2020-04-01T00:00:00.000,34287,0,34326,0,0,74059.9200,0.0000,129065.7600,0.0000,0.0000,20844.6700,223970.3500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,School Food Authority,2,5,205-904,SAN PATRICIO,7,7,0,2020-05-01T00:00:00.000,38583,0,38583,0,0,83339.2800,0.0000,145072.0800,0.0000,0.0000,23439.1800,251850.5400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,School Food Authority,2,5,205-904,SAN PATRICIO,7,7,0,2020-06-01T00:00:00.000,26811,0,26811,0,0,57911.7600,0.0000,100809.3600,0.0000,0.0000,16287.6900,175008.8100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,School Food Authority,2,5,205-904,SAN PATRICIO,7,7,0,2020-07-01T00:00:00.000,7019,0,7019,0,0,15161.0400,0.0000,26391.4400,0.0000,0.0000,4264.0500,45816.5300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00969,SINTON ISD,Educational Institution,School Food Authority,2,5,205-906,SAN PATRICIO,1,1,0,2020-03-01T00:00:00.000,7923,0,7923,0,0,17113.6800,0.0000,29790.4800,0.0000,0.0000,4813.2300,51717.3900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00969,SINTON ISD,Educational Institution,School Food Authority,2,5,205-906,SAN PATRICIO,3,3,0,2020-04-01T00:00:00.000,16787,0,16821,0,0,36259.9200,0.0000,63246.9600,0.0000,0.0000,10211.4500,109718.3300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00969,SINTON ISD,Educational Institution,School Food Authority,2,5,205-906,SAN PATRICIO,3,3,0,2020-05-01T00:00:00.000,11927,0,11957,0,0,25762.3200,0.0000,44958.3200,0.0000,0.0000,7257.4300,77978.0700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00969,SINTON ISD,Educational Institution,School Food Authority,2,5,205-906,SAN PATRICIO,4,4,0,2020-06-01T00:00:00.000,9380,0,9413,0,0,20260.8000,0.0000,35392.8800,0.0000,0.0000,5711.3000,61364.9800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00983,TENAHA ISD,Educational Institution,School Food Authority,7,3,210-904,SHELBY,2,2,0,2020-03-01T00:00:00.000,711,0,711,0,0,1535.7600,0.0000,2673.3600,0.0000,0.0000,431.9400,4641.0600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00983,TENAHA ISD,Educational Institution,School Food Authority,7,3,210-904,SHELBY,1,1,0,2020-04-01T00:00:00.000,2115,0,2115,0,0,4568.4000,0.0000,7952.4000,0.0000,0.0000,1284.8700,13805.6700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00983,TENAHA ISD,Educational Institution,School Food Authority,7,3,210-904,SHELBY,1,1,0,2020-06-01T00:00:00.000,105,0,162,0,0,226.8000,0.0000,609.1200,0.0000,0.0000,86.1700,922.0900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00987,STRATFORD ISD,Educational Institution,School Food Authority,16,1,211-902,SHERMAN,1,1,0,2020-06-01T00:00:00.000,3963,0,3963,0,0,8560.0800,0.0000,14900.8800,0.0000,0.0000,2407.5300,25868.4900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01002,ROMA ISD,Educational Institution,School Food Authority,1,5,214-903,STARR,15,15,0,2020-03-01T00:00:00.000,23102,0,23102,0,0,49900.3200,0.0000,86863.5200,0.0000,0.0000,14034.4700,150798.3100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01002,ROMA ISD,Educational Institution,School Food Authority,1,5,214-903,STARR,14,14,0,2020-04-01T00:00:00.000,74297,0,74297,0,0,160481.5200,0.0000,279356.7200,0.0000,0.0000,45135.4300,484973.6700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01002,ROMA ISD,Educational Institution,School Food Authority,1,5,214-903,STARR,14,14,0,2020-05-01T00:00:00.000,84990,0,84990,0,0,183578.4000,0.0000,319562.4000,0.0000,0.0000,51631.4300,554772.2300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01002,ROMA ISD,Educational Institution,School Food Authority,1,5,214-903,STARR,14,14,0,2020-06-01T00:00:00.000,95228,0,95228,0,0,205692.4800,0.0000,358057.2800,0.0000,0.0000,57851.0100,621600.7700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01002,ROMA ISD,Educational Institution,School Food Authority,1,5,214-903,STARR,14,14,0,2020-07-01T00:00:00.000,76302,0,76302,0,0,164812.3200,0.0000,286895.5200,0.0000,0.0000,46353.4700,498061.3100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01002,ROMA ISD,Educational Institution,School Food Authority,1,5,214-903,STARR,14,14,0,2020-08-01T00:00:00.000,18580,0,18580,0,0,40132.8000,0.0000,69860.8000,0.0000,0.0000,11287.3500,121280.9500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01006,SONORA ISD,Educational Institution,School Food Authority,15,4,218-901,SUTTON,1,1,0,2020-06-01T00:00:00.000,1128,0,1163,0,0,2436.4800,0.0000,4372.8800,0.0000,0.0000,699.0000,7508.3600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01008,TULIA ISD,Educational Institution,School Food Authority,16,1,219-903,SWISHER,1,1,0,2020-03-01T00:00:00.000,3409,0,3409,0,0,7363.4400,0.0000,12817.8400,0.0000,0.0000,2070.9700,22252.2500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01008,TULIA ISD,Educational Institution,School Food Authority,16,1,219-903,SWISHER,1,1,0,2020-04-01T00:00:00.000,6744,0,6744,0,0,14567.0400,0.0000,25357.4400,0.0000,0.0000,4096.9800,44021.4600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01008,TULIA ISD,Educational Institution,School Food Authority,16,1,219-903,SWISHER,1,1,0,2020-05-01T00:00:00.000,3420,0,3420,0,0,7387.2000,0.0000,12859.2000,0.0000,0.0000,2077.6500,22324.0500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01008,TULIA ISD,Educational Institution,School Food Authority,16,1,219-903,SWISHER,1,1,0,2020-06-01T00:00:00.000,2041,0,2041,0,0,4408.5600,0.0000,7674.1600,0.0000,0.0000,1239.9100,13322.6300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01008,TULIA ISD,Educational Institution,School Food Authority,16,1,219-903,SWISHER,1,1,0,2020-07-01T00:00:00.000,1060,0,1060,0,0,2289.6000,0.0000,3985.6000,0.0000,0.0000,643.9500,6919.1500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,24,24,0,2020-03-01T00:00:00.000,131166,0,131175,0,0,283318.5600,0.0000,493218.0000,0.0000,0.0000,79686.8800,856223.4400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,25,25,0,2020-04-01T00:00:00.000,285964,0,285964,0,0,617682.2400,0.0000,1075224.6400,0.0000,0.0000,173723.1300,1866630.0100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,28,28,0,2020-05-01T00:00:00.000,287174,0,287174,0,0,620295.8400,0.0000,1079774.2400,0.0000,0.0000,174458.2100,1874528.2900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,28,28,0,2020-06-01T00:00:00.000,148454,0,150917,0,0,320660.6400,0.0000,567447.9200,0.0000,0.0000,91152.5300,979261.0900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,28,28,0,2020-07-01T00:00:00.000,148707,0,151026,0,0,321207.1200,0.0000,567857.7600,0.0000,0.0000,91249.7200,980314.6000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,28,28,0,2020-08-01T00:00:00.000,41828,0,42747,0,0,90348.4800,0.0000,160728.7200,0.0000,0.0000,25771.2200,276848.4200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,109,33,76,2020-09-01T00:00:00.000,67729,0,82530,0,0,146294.6400,0.0000,310312.8000,0.0000,0.0000,46954.7700,503562.2100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,School Food Authority,11,2,220-908,TARRANT,7,7,0,2020-05-01T00:00:00.000,39561,0,39561,0,0,85451.7600,0.0000,148749.3600,0.0000,0.0000,24033.3100,258234.4300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,School Food Authority,11,2,220-908,TARRANT,9,9,0,2020-06-01T00:00:00.000,69549,0,69549,0,0,150225.8400,0.0000,261504.2400,0.0000,0.0000,42251.0200,453981.1000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,School Food Authority,11,2,220-908,TARRANT,8,8,0,2020-07-01T00:00:00.000,71051,0,71051,0,0,153470.1600,0.0000,267151.7600,0.0000,0.0000,43163.4900,463785.4100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,School Food Authority,11,2,220-908,TARRANT,6,6,0,2020-08-01T00:00:00.000,4808,0,4808,0,0,10385.2800,0.0000,18078.0800,0.0000,0.0000,2920.8600,31384.2200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,3,3,0,2020-03-01T00:00:00.000,3440,0,3470,0,0,7430.4000,0.0000,13047.2000,0.0000,0.0000,2101.5800,22579.1800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,3,3,0,2020-04-01T00:00:00.000,9307,0,9307,0,0,20103.1200,0.0000,34994.3200,0.0000,0.0000,5654.0100,60751.4500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,3,3,0,2020-05-01T00:00:00.000,8163,0,8163,0,0,17632.0800,0.0000,30692.8800,0.0000,0.0000,4959.0300,53283.9900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,3,3,0,2020-06-01T00:00:00.000,6489,0,6954,0,0,14016.2400,0.0000,26147.0400,0.0000,0.0000,4124.5900,44287.8700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,3,3,0,2020-07-01T00:00:00.000,5564,0,6224,0,0,12018.2400,0.0000,23402.2400,0.0000,0.0000,3639.1800,39059.6600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,1,1,0,2020-08-01T00:00:00.000,206,0,364,0,0,444.9600,0.0000,1368.6400,0.0000,0.0000,187.1600,2000.7600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,7,1,6,2020-09-01T00:00:00.000,12770,0,22305,0,0,27583.2000,0.0000,83866.8000,0.0000,0.0000,11500.2600,122950.2600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,School Food Authority,11,2,220-912,TARRANT,12,12,0,2020-03-01T00:00:00.000,29451,0,36784,0,0,63614.1600,0.0000,138307.8400,0.0000,0.0000,20769.6900,222691.6900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,School Food Authority,11,2,220-912,TARRANT,12,12,0,2020-04-01T00:00:00.000,84236,0,84236,0,0,181949.7600,0.0000,316727.3600,0.0000,0.0000,51173.3700,549850.4900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,School Food Authority,11,2,220-912,TARRANT,12,12,0,2020-05-01T00:00:00.000,50140,0,50140,0,0,108302.4000,0.0000,188526.4000,0.0000,0.0000,30460.0500,327288.8500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,School Food Authority,11,2,220-912,TARRANT,10,10,0,2020-06-01T00:00:00.000,34966,0,33139,0,0,75526.5600,0.0000,124602.6400,0.0000,0.0000,20524.7500,220653.9500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,School Food Authority,11,2,220-912,TARRANT,4,4,0,2020-07-01T00:00:00.000,19146,0,19146,0,0,41355.3600,0.0000,71988.9600,0.0000,0.0000,11631.2000,124975.5200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,School Food Authority,11,2,220-912,TARRANT,4,4,0,2020-08-01T00:00:00.000,27236,0,27236,0,0,58829.7600,0.0000,102407.3600,0.0000,0.0000,16545.8700,177782.9900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,School Food Authority,11,2,220-912,TARRANT,9,9,0,2020-09-01T00:00:00.000,22523,0,22521,0,0,48649.6800,0.0000,84678.9600,0.0000,0.0000,13681.9400,147010.5800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01028,HURST-EULESS-BEDFORD ISD,Educational Institution,School Food Authority,11,2,220-916,TARRANT,10,10,0,2020-03-01T00:00:00.000,18550,0,25551,0,0,40068.0000,0.0000,96071.7600,0.0000,0.0000,14017.0200,150156.7800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01028,HURST-EULESS-BEDFORD ISD,Educational Institution,School Food Authority,11,2,220-916,TARRANT,9,9,0,2020-04-01T00:00:00.000,73829,0,73675,0,0,159470.6400,0.0000,277018.0000,0.0000,0.0000,44790.6800,481279.3200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01028,HURST-EULESS-BEDFORD ISD,Educational Institution,School Food Authority,11,2,220-916,TARRANT,9,9,0,2020-05-01T00:00:00.000,60039,0,59217,0,0,129684.2400,0.0000,222655.9200,0.0000,0.0000,36151.0600,388491.2200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01028,HURST-EULESS-BEDFORD ISD,Educational Institution,School Food Authority,11,2,220-916,TARRANT,9,9,0,2020-06-01T00:00:00.000,51443,0,50954,0,0,111116.8800,0.0000,191587.0400,0.0000,0.0000,31059.7000,333763.6200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01028,HURST-EULESS-BEDFORD ISD,Educational Institution,School Food Authority,11,2,220-916,TARRANT,9,9,0,2020-07-01T00:00:00.000,43459,0,43507,0,0,93871.4400,0.0000,163586.3200,0.0000,0.0000,26420.1900,283877.9500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01028,HURST-EULESS-BEDFORD ISD,Educational Institution,School Food Authority,11,2,220-916,TARRANT,9,9,0,2020-08-01T00:00:00.000,15210,0,13008,0,0,32853.6000,0.0000,48910.0800,0.0000,0.0000,8375.7900,90139.4700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01028,HURST-EULESS-BEDFORD ISD,Educational Institution,School Food Authority,11,2,220-916,TARRANT,34,6,28,2020-09-01T00:00:00.000,72065,0,118052,0,0,155660.4000,0.0000,443875.5200,0.0000,0.0000,61829.3900,661365.3100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,3,3,0,2020-03-01T00:00:00.000,8118,0,8890,0,0,17534.8800,0.0000,33426.4000,0.0000,0.0000,5234.7000,56195.9800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,3,3,0,2020-04-01T00:00:00.000,20661,0,20210,0,0,44627.7600,0.0000,75989.6000,0.0000,0.0000,12374.5500,132991.9100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,3,3,0,2020-05-01T00:00:00.000,14228,0,14010,0,0,30732.4800,0.0000,52677.6000,0.0000,0.0000,8557.9500,91968.0300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,3,3,0,2020-06-01T00:00:00.000,10476,0,10414,0,0,22628.1600,0.0000,39156.6400,0.0000,0.0000,6339.8400,68124.6400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,3,3,0,2020-07-01T00:00:00.000,654,0,654,0,0,1412.6400,0.0000,2459.0400,0.0000,0.0000,397.3100,4268.9900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,5,0,5,2020-09-01T00:00:00.000,8963,0,10293,0,0,19360.0800,0.0000,38701.6800,0.0000,0.0000,5967.0500,64028.8100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01040,BROWNFIELD ISD,Educational Institution,School Food Authority,17,1,223-901,TERRY,10,10,0,2020-03-01T00:00:00.000,7135,0,7350,0,0,15411.6000,0.0000,27636.0000,0.0000,0.0000,4418.9100,47466.5100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01040,BROWNFIELD ISD,Educational Institution,School Food Authority,17,1,223-901,TERRY,10,10,0,2020-04-01T00:00:00.000,41740,0,41740,0,0,90158.4000,0.0000,156942.4000,0.0000,0.0000,25357.0500,272457.8500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01040,BROWNFIELD ISD,Educational Institution,School Food Authority,17,1,223-901,TERRY,10,10,0,2020-05-01T00:00:00.000,31160,0,31160,0,0,67305.6000,0.0000,117161.6000,0.0000,0.0000,18929.7000,203396.9000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01040,BROWNFIELD ISD,Educational Institution,School Food Authority,17,1,223-901,TERRY,8,8,0,2020-06-01T00:00:00.000,19671,0,19671,0,0,42489.3600,0.0000,73962.9600,0.0000,0.0000,11950.1400,128402.4600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01041,MEADOW ISD,Educational Institution,School Food Authority,17,1,223-902,TERRY,1,1,0,2020-03-01T00:00:00.000,196,0,196,0,0,423.3600,0.0000,736.9600,0.0000,0.0000,119.0700,1279.3900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01041,MEADOW ISD,Educational Institution,School Food Authority,17,1,223-902,TERRY,1,1,0,2020-04-01T00:00:00.000,1697,0,1697,0,0,3665.5200,0.0000,6380.7200,0.0000,0.0000,1030.9300,11077.1700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01041,MEADOW ISD,Educational Institution,School Food Authority,17,1,223-902,TERRY,1,1,0,2020-05-01T00:00:00.000,1332,0,1332,0,0,2877.1200,0.0000,5008.3200,0.0000,0.0000,809.1900,8694.6300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01041,MEADOW ISD,Educational Institution,School Food Authority,17,1,223-902,TERRY,1,1,0,2020-06-01T00:00:00.000,2066,0,2066,0,0,4462.5600,0.0000,7768.1600,0.0000,0.0000,1255.1000,13485.8200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,8,8,0,2020-03-01T00:00:00.000,653,0,12180,9625,0,1410.4800,0.0000,45796.8000,8373.7500,0.0000,5955.7400,61536.7700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,7,7,0,2020-04-01T00:00:00.000,0,0,25920,25920,0,0.0000,0.0000,97459.2000,22550.4000,0.0000,12960.0000,132969.6000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,7,7,0,2020-05-01T00:00:00.000,0,0,18774,19081,0,0.0000,0.0000,70590.2400,16600.4700,0.0000,9420.0100,96610.7200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,2,2,0,2020-06-01T00:00:00.000,0,0,12895,12895,0,0.0000,0.0000,48485.2000,11218.6500,0.0000,6447.5000,66151.3500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,7,0,7,2020-07-01T00:00:00.000,2213,0,0,0,0,4780.0800,0.0000,0.0000,0.0000,0.0000,475.8000,5255.8800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,6,0,6,2020-08-01T00:00:00.000,633,0,0,0,0,1367.2800,0.0000,0.0000,0.0000,0.0000,136.1000,1503.3800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,01114,WALLER ISD,Educational Institution,School Food Authority,4,3,237-904,WALLER,4,4,0,2020-03-01T00:00:00.000,7062,0,13001,0,0,15253.9200,0.0000,48883.7600,0.0000,0.0000,6621.2200,70758.9000
