odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
00876_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,School Food Authority,2,5,178-914,NUECES,1,0,1,2025-07-01T00:00:00.000,310,0,600,0,0,871.1,0.0,2934.0,0.0,0.0,393.53,4198.63
00940_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00940,CALVERT ISD,Educational Institution,School Food Authority,6,3,198-902,ROBERTSON,1,0,1,2025-06-01T00:00:00.000,450,0,481,0,0,1264.5,0.0,2352.09,0.0,0.0,371.39,3987.98
00943_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,1,0,1,2025-05-01T00:00:00.000,483,0,503,0,0,1357.23,0.0,2459.67,0.0,0.0,391.82,4208.72
00943_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,1,0,1,2025-06-01T00:00:00.000,1449,0,1452,0,0,4071.69,0.0,7100.28,0.0,0.0,1146.25,12318.22
00965_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,1,0,1,2025-05-01T00:00:00.000,69,0,73,0,0,193.89,0.0,356.97,0.0,0.0,56.56,607.42
00965_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,4,0,4,2025-06-01T00:00:00.000,8532,0,11511,0,0,23974.92,0.0,56288.79,0.0,0.0,8267.02,88530.73
00965_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,3,0,3,2025-07-01T00:00:00.000,8949,0,11062,0,0,25146.69,0.0,54093.18,0.0,0.0,8152.63,87392.5
00967_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,School Food Authority,2,5,205-904,SAN PATRICIO,2,0,2,2025-05-01T00:00:00.000,590,0,693,0,0,1657.9,0.0,3388.77,0.0,0.0,518.89,5565.56
00967_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,School Food Authority,2,5,205-904,SAN PATRICIO,2,0,2,2025-06-01T00:00:00.000,2251,0,2597,0,0,6325.31,0.0,12699.33,0.0,0.0,1955.61,20980.25
00969_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00969,SINTON ISD,Educational Institution,School Food Authority,2,5,205-906,SAN PATRICIO,2,0,2,2025-06-01T00:00:00.000,591,0,1471,0,0,1660.71,0.0,7193.19,0.0,0.0,917.89,9771.79
00969_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00969,SINTON ISD,Educational Institution,School Food Authority,2,5,205-906,SAN PATRICIO,1,0,1,2025-07-01T00:00:00.000,98,0,282,0,0,275.38,0.0,1378.98,0.0,0.0,171.73,1826.09
00983_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00983,TENAHA ISD,Educational Institution,School Food Authority,7,3,210-904,SHELBY,1,0,1,2025-06-01T00:00:00.000,255,0,529,0,0,716.55,0.0,2586.81,0.0,0.0,341.87,3645.23
01006_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01006,SONORA ISD,Educational Institution,School Food Authority,15,4,218-901,SUTTON,1,0,1,2025-06-01T00:00:00.000,2286,0,2030,0,0,6423.66,0.0,9926.7,0.0,0.0,1674.75,18025.11
01017_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,5,0,5,2025-05-01T00:00:00.000,549,0,716,0,0,1542.69,0.0,3501.24,0.0,0.0,519.3,5563.23
01017_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,29,1,28,2025-06-01T00:00:00.000,36835,0,72876,0,0,103506.35,0.0,356363.64,0.0,0.0,47570.66,507440.65
01017_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,22,1,21,2025-07-01T00:00:00.000,11406,0,22081,0,0,32050.86,0.0,107976.09,0.0,0.0,14481.68,154508.63
01017_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,School Food Authority,11,2,220-901,TARRANT,11,0,11,2025-08-01T00:00:00.000,413,0,1200,0,0,1160.53,0.0,5868.0,0.0,0.0,729.61,7758.14
01023_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,School Food Authority,11,2,220-908,TARRANT,5,0,5,2025-05-01T00:00:00.000,776,0,1079,0,0,2180.56,0.0,5276.31,0.0,0.0,768.33,8225.2
01023_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,School Food Authority,11,2,220-908,TARRANT,13,0,13,2025-06-01T00:00:00.000,9046,0,18963,0,0,25419.26,0.0,92729.07,0.0,0.0,12228.81,130377.14
01023_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,School Food Authority,11,2,220-908,TARRANT,4,0,4,2025-07-01T00:00:00.000,2648,0,6473,0,0,7440.88,0.0,31652.97,0.0,0.0,4052.23,43146.08
01024_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,2,0,2,2025-05-01T00:00:00.000,516,0,802,0,0,1449.96,0.0,3921.78,0.0,0.0,554.22,5925.96
01024_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,2,0,2,2025-06-01T00:00:00.000,4887,0,7477,0,0,13732.47,0.0,36562.53,0.0,0.0,5188.1,55483.1
01024_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,1,0,1,2025-07-01T00:00:00.000,2302,0,4370,0,0,6468.62,0.0,21369.3,0.0,0.0,2878.44,30716.36
01024_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01024,LAKE WORTH ISD,Educational Institution,School Food Authority,11,2,220-910,TARRANT,1,0,1,2025-08-01T00:00:00.000,862,0,967,0,0,2422.22,0.0,4728.63,0.0,0.0,734.8,7885.65
01029_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,3,0,3,2025-05-01T00:00:00.000,1578,0,2334,0,0,4434.18,0.0,11413.26,0.0,0.0,1634.08,17481.52
01029_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,School Food Authority,11,2,220-917,TARRANT,3,0,3,2025-06-01T00:00:00.000,13448,0,19201,0,0,37788.88,0.0,93892.89,0.0,0.0,13572.33,145254.1
01034_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01034,ABILENE ISD,Educational Institution,School Food Authority,14,1,221-901,TAYLOR,4,0,4,2025-05-01T00:00:00.000,383,0,508,0,0,1076.23,0.0,2484.12,0.0,0.0,366.63,3926.98
01034_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01034,ABILENE ISD,Educational Institution,School Food Authority,14,1,221-901,TAYLOR,13,0,13,2025-06-01T00:00:00.000,7947,0,15635,0,0,22331.07,0.0,76455.15,0.0,0.0,10218.23,109004.45
01034_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01034,ABILENE ISD,Educational Institution,School Food Authority,14,1,221-901,TAYLOR,13,0,13,2025-07-01T00:00:00.000,4106,0,7471,0,0,11537.86,0.0,36533.19,0.0,0.0,4968.31,53039.36
01040_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01040,BROWNFIELD ISD,Educational Institution,School Food Authority,17,1,223-901,TERRY,1,0,1,2025-05-01T00:00:00.000,14,0,14,0,0,39.34,0.0,68.46,0.0,0.0,11.07,118.87
01040_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01040,BROWNFIELD ISD,Educational Institution,School Food Authority,17,1,223-901,TERRY,4,0,4,2025-06-01T00:00:00.000,2762,0,3025,0,239,7761.22,0.0,14792.25,0.0,1168.71,2439.26,26161.44
01041_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01041,MEADOW ISD,Educational Institution,School Food Authority,17,1,223-902,TERRY,1,0,1,2025-05-01T00:00:00.000,59,0,63,0,0,165.79,0.0,308.07,0.0,0.0,48.66,522.52
01041_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01041,MEADOW ISD,Educational Institution,School Food Authority,17,1,223-902,TERRY,1,0,1,2025-06-01T00:00:00.000,140,0,153,0,0,393.4,0.0,748.17,0.0,0.0,117.26,1258.83
01051_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,3,0,3,2025-06-01T00:00:00.000,3544,0,6764,0,0,9958.64,0.0,33075.96,0.0,0.0,4450.01,47484.61
01051_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,6,0,6,2025-07-01T00:00:00.000,1293,0,2499,0,0,3633.33,0.0,12220.11,0.0,0.0,1639.55,17492.99
01051_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,226-903,TOM GREEN,2,0,2,2025-08-01T00:00:00.000,14,0,51,0,0,39.34,0.0,249.39,0.0,0.0,30.03,318.76
01096_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,School Food Authority,20,4,232-903,UVALDE,4,0,4,2025-05-01T00:00:00.000,1369,0,1442,0,0,3846.89,0.0,7051.38,0.0,0.0,1118.93,12017.2
01096_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,School Food Authority,20,4,232-903,UVALDE,4,0,4,2025-06-01T00:00:00.000,18288,0,20943,0,0,51389.28,0.0,102411.27,0.0,0.0,15808.21,169608.76
01096_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,School Food Authority,20,4,232-903,UVALDE,2,0,2,2025-07-01T00:00:00.000,13991,0,14013,0,0,39314.71,0.0,68523.57,0.0,0.0,11064.16,118902.44
01114_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01114,WALLER ISD,Educational Institution,School Food Authority,4,3,237-904,WALLER,2,0,2,2025-06-01T00:00:00.000,2200,0,3698,0,0,6182.0,0.0,18083.22,0.0,0.0,2505.73,26770.95
01138_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01138,WICHITA FALLS ISD,Educational Institution,School Food Authority,9,2,243-905,WICHITA,8,0,8,2025-06-01T00:00:00.000,3329,0,6250,0,0,9354.49,0.0,30562.5,0.0,0.0,4126.93,44043.92
01138_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01138,WICHITA FALLS ISD,Educational Institution,School Food Authority,9,2,243-905,WICHITA,3,0,3,2025-07-01T00:00:00.000,1633,0,2369,0,0,4588.73,0.0,11584.41,0.0,0.0,1667.27,17840.41
01214_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01214,"BOYS & GIRLS CLUB OF DENISON, INC.",Private Non Profit Organization,Private Nonprofit,10,2,091-,GRAYSON,1,0,1,2025-06-01T00:00:00.000,987,0,2583,0,0,2773.47,0.0,12630.87,0.0,0.0,1597.68,17002.02
01214_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01214,"BOYS & GIRLS CLUB OF DENISON, INC.",Private Non Profit Organization,Private Nonprofit,10,2,091-,GRAYSON,1,0,1,2025-07-01T00:00:00.000,1034,0,2706,0,0,2905.54,0.0,13232.34,0.0,0.0,1673.77,17811.65
01214_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01214,"BOYS & GIRLS CLUB OF DENISON, INC.",Private Non Profit Organization,Private Nonprofit,10,2,091-,GRAYSON,1,0,1,2025-08-01T00:00:00.000,281,0,738,0,0,789.61,0.0,3608.82,0.0,0.0,456.21,4854.64
01512_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01512,"FORT WORTH COUNTRY DAY SCHOOL, INC.",Private Non Profit Organization,Private Nonprofit,11,2,220-,TARRANT,1,0,1,2025-06-01T00:00:00.000,2070,0,2070,0,0,5816.7,0.0,10122.3,0.0,0.0,1335.15,17274.15
01512_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01512,"FORT WORTH COUNTRY DAY SCHOOL, INC.",Private Non Profit Organization,Private Nonprofit,11,2,220-,TARRANT,1,0,1,2025-07-01T00:00:00.000,4036,0,4142,0,0,11341.16,0.0,20254.38,0.0,0.0,2648.27,34243.81
01518_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01518,"THE BOYS AND GIRLS CLUBS OF VERNON, INC",Private Non Profit Organization,Private Nonprofit,9,2,244-,WILBARGER,3,0,3,2025-06-01T00:00:00.000,2291,0,5203,0,0,6437.71,0.0,25442.67,0.0,0.0,3302.29,35182.67
01518_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01518,"THE BOYS AND GIRLS CLUBS OF VERNON, INC",Private Non Profit Organization,Private Nonprofit,9,2,244-,WILBARGER,2,0,2,2025-07-01T00:00:00.000,1295,0,3697,0,0,3638.95,0.0,18078.33,0.0,0.0,2254.07,23971.35
01524_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01524,Shackelford County Community Resource Center,Private Non Profit Organization,Private Nonprofit,14,1,209-,SHACKELFORD,1,0,1,2025-07-01T00:00:00.000,0,1077,1077,0,0,0.0,1227.78,5266.53,0.0,0.0,702.74,7197.05
01525_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01525,CITY OF HOUSTON,Government Agency,Unit of Government,4,3,101-,HARRIS,39,0,39,2025-06-01T00:00:00.000,11769,0,12990,0,0,33070.89,0.0,63521.1,0.0,0.0,8109.93,104701.92
01525_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01525,CITY OF HOUSTON,Government Agency,Unit of Government,4,3,101-,HARRIS,46,0,46,2025-07-01T00:00:00.000,20166,0,23143,0,0,56666.46,0.0,113169.27,0.0,0.0,14272.3,184108.03
01525_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01525,CITY OF HOUSTON,Government Agency,Unit of Government,4,3,101-,HARRIS,40,0,40,2025-08-01T00:00:00.000,4115,0,5578,0,0,11563.15,0.0,27276.42,0.0,0.0,3275.95,42115.52
01530_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01530,SAN ANTONIO FOOD BANK,Private Non Profit Organization,Private Nonprofit,20,4,015-,BEXAR,129,0,129,2025-06-01T00:00:00.000,8728,0,47310,32435,0,24525.68,0.0,231345.9,36975.9,0.0,31209.3,324056.78
01530_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01530,SAN ANTONIO FOOD BANK,Private Non Profit Organization,Private Nonprofit,20,4,015-,BEXAR,123,0,123,2025-07-01T00:00:00.000,10304,0,57864,36766,0,28954.24,0.0,282954.96,41913.24,0.0,37661.9,391484.34
01530_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01530,SAN ANTONIO FOOD BANK,Private Non Profit Organization,Private Nonprofit,20,4,015-,BEXAR,72,0,72,2025-08-01T00:00:00.000,1081,0,2929,1350,0,3037.61,0.0,14322.81,1539.0,0.0,1990.09,20889.51
01531_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01531,TEXAS A&M UNIVERSITY CORPUS CHRISTI,Government Agency,Unit of Government,2,5,178-,NUECES,1,0,1,2025-06-01T00:00:00.000,0,0,2311,0,0,0.0,0.0,11300.79,0.0,0.0,982.18,12282.97
01531_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01531,TEXAS A&M UNIVERSITY CORPUS CHRISTI,Government Agency,Unit of Government,2,5,178-,NUECES,1,0,1,2025-07-01T00:00:00.000,0,0,114,0,0,0.0,0.0,557.46,0.0,0.0,48.45,605.91
01534_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01534,THE HOUSTON FOOD BANK,Private Non Profit Organization,Private Nonprofit,4,3,101-,GALVESTON,138,0,138,2025-06-01T00:00:00.000,20729,543,80279,61327,0,58248.49,619.02,392564.31,69912.78,0.0,55515.39,576859.99
01534_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01534,THE HOUSTON FOOD BANK,Private Non Profit Organization,Private Nonprofit,4,3,101-,GALVESTON,135,0,135,2025-07-01T00:00:00.000,22016,786,85191,66590,0,61864.96,896.04,416583.99,75912.6,0.0,59146.64,614404.23
01534_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01534,THE HOUSTON FOOD BANK,Private Non Profit Organization,Private Nonprofit,4,3,101-,GALVESTON,68,0,68,2025-08-01T00:00:00.000,1460,80,5005,3465,0,4102.6,91.2,24474.45,3950.1,0.0,3456.01,36074.36
01544_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01544,REGIONAL EAST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,7,2,212-,SMITH,7,0,7,2025-05-01T00:00:00.000,1056,0,1038,0,0,2967.36,0.0,5075.82,0.0,0.0,825.02,8868.2
01544_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01544,REGIONAL EAST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,7,2,212-,SMITH,32,0,32,2025-06-01T00:00:00.000,28027,0,30826,0,0,78755.87,0.0,150739.14,0.0,0.0,23575.82,253070.83
01544_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01544,REGIONAL EAST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,7,2,212-,SMITH,24,0,24,2025-07-01T00:00:00.000,12099,0,12681,0,0,33998.19,0.0,62010.09,0.0,0.0,9856.48,105864.76
01544_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01544,REGIONAL EAST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,7,2,212-,SMITH,14,0,14,2025-08-01T00:00:00.000,2105,0,1948,0,0,5915.05,0.0,9525.72,0.0,0.0,1582.49,17023.26
01549_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,068-,ECTOR,14,0,14,2025-06-01T00:00:00.000,0,0,10993,10718,0,0.0,0.0,53755.77,12218.52,0.0,7134.43,73108.72
01549_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,068-,ECTOR,14,0,14,2025-07-01T00:00:00.000,0,338,9219,8371,0,0.0,385.32,45080.91,9542.94,0.0,5944.0,60953.17
01550_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,188-,POTTER,12,0,12,2025-06-01T00:00:00.000,3246,0,8092,0,244,9121.26,0.0,39569.88,0.0,1193.16,5172.97,55057.27
01550_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,188-,POTTER,10,0,10,2025-07-01T00:00:00.000,4197,0,9676,0,0,11793.57,0.0,47315.64,0.0,0.0,6123.62,65232.83
01550_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,188-,POTTER,7,0,7,2025-08-01T00:00:00.000,269,0,949,0,0,755.89,0.0,4640.61,0.0,0.0,561.01,5957.51
01551_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,243-,WICHITA,7,0,7,2025-06-01T00:00:00.000,0,0,6114,5342,0,0.0,0.0,29897.46,6089.88,0.0,3346.33,39333.67
01551_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,243-,WICHITA,7,0,7,2025-07-01T00:00:00.000,0,0,6528,5494,0,0.0,0.0,31921.92,6263.16,0.0,3543.56,41728.64
01551_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,243-,WICHITA,6,0,6,2025-08-01T00:00:00.000,0,0,777,615,0,0.0,0.0,3799.53,701.1,0.0,416.33,4916.96
01567_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01567,BREAKTHROUGH,Private Non Profit Organization,Private Nonprofit,13,4,227-,TRAVIS,2,0,2,2025-06-01T00:00:00.000,1415,0,1304,0,0,3976.15,0.0,6376.56,0.0,0.0,865.5,11218.21
01567_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01567,BREAKTHROUGH,Private Non Profit Organization,Private Nonprofit,13,4,227-,TRAVIS,2,0,2,2025-07-01T00:00:00.000,1726,0,1668,0,0,4850.06,0.0,8156.52,0.0,0.0,1088.62,14095.2
01576_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01576,"Central Texas Food Bank, Inc.",Private Non Profit Organization,Private Nonprofit,13,4,227-,TRAVIS,57,0,57,2025-06-01T00:00:00.000,13196,0,27509,12545,0,37080.76,0.0,134519.01,14301.3,0.0,19516.55,205417.62
01576_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01576,"Central Texas Food Bank, Inc.",Private Non Profit Organization,Private Nonprofit,13,4,227-,TRAVIS,59,0,59,2025-07-01T00:00:00.000,26924,0,44627,16696,0,75656.44,0.0,218226.03,19033.44,0.0,32680.19,345596.1
01576_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01576,"Central Texas Food Bank, Inc.",Private Non Profit Organization,Private Nonprofit,13,4,227-,TRAVIS,33,0,33,2025-08-01T00:00:00.000,6204,0,8124,2060,0,17433.24,0.0,39726.36,2348.4,0.0,6173.56,65681.56
01602_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,01602,JEFFERSON COUNTY PRECINCT 4,Government Agency,Unit of Government,5,3,123-,JEFFERSON,2,0,2,2025-06-01T00:00:00.000,0,0,1568,0,0,0.0,0.0,7667.52,0.0,0.0,711.73,8379.25
