programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfasttotal,breakfastadp,amsnackdays,amsnacktotal,amsnackadp,lunchdays,lunchtotal,lunchadp,pmsnackdays,pmsnacktotal,pmsnackadp,supperdays,suppertotal,supperadp
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0159,L L HOTCHKISS EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,357,29.75,0,0,0,8,453,56.63,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0159,L L HOTCHKISS EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,151,10.07,0,0,0,15,360,24,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0159,L L HOTCHKISS EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0160,Personalized Learning Preparatory at Sam Houston,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,18,1.64,0,0,0,5,19,3.8,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0160,Personalized Learning Preparatory at Sam Houston,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,4,161,40.25,0,0,0,4,157,39.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0160,Personalized Learning Preparatory at Sam Houston,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0162,Mockingbird Elementary,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,20,413,20.65,0,0,0,18,1417,78.72,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0162,Mockingbird Elementary,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,18,246,13.67,0,0,0,18,1108,61.56,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0162,Mockingbird Elementary,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,11,101,9.18,0,0,0,11,607,55.18,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0163,Cedar Crest Elementary,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,268,24.36,0,0,0,7,265,37.86,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0163,Cedar Crest Elementary,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0164,ANSON JONES EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,111,10.09,0,0,0,7,201,28.71,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0166,EDWIN J KIEST EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,249,20.75,0,0,0,8,312,39,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0166,EDWIN J KIEST EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,234,15.6,0,0,0,15,250,16.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0166,EDWIN J KIEST EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0167,KLEBERG EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,116,10.55,0,0,0,7,134,19.14,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0167,KLEBERG EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,12,828,69,0,0,0,12,920,76.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0167,KLEBERG EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0168,OBADIAH KNIGHT EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,129,11.73,0,0,0,7,136,19.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0168,OBADIAH KNIGHT EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0169,ARTHUR KRAMER EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,126,11.45,0,0,0,7,166,23.71,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0169,ARTHUR KRAMER EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0170,RICHARD LAGOW EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,15,371,24.73,0,0,0,11,523,47.55,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0170,RICHARD LAGOW EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0172,J T BRASHEAR EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,155,14.09,0,0,0,6,214,35.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0172,J T BRASHEAR EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0173,SIDNEY LANIER EXPRESSIVE ARTS VANGUARD,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,169,15.36,0,0,0,7,190,27.14,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0173,SIDNEY LANIER EXPRESSIVE ARTS VANGUARD,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0174,Geneva Heights Elementary,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,412,37.45,0,0,0,7,427,61,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0174,Geneva Heights Elementary,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,12,463,38.58,0,0,0,12,1000,83.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0174,Geneva Heights Elementary,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0175,UMPHREY LEE EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,127,10.58,0,0,0,8,188,23.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0175,UMPHREY LEE EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0176,JACK LOWE SR EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,16,889,55.56,0,0,0,12,1041,86.75,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0176,JACK LOWE SR EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,401,26.73,0,0,0,15,461,30.73,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0176,JACK LOWE SR EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0177,WILLIAM LIPSCOMB EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,107,9.73,0,0,0,7,149,21.29,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0177,WILLIAM LIPSCOMB EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0178,H I HOLLAN AT LISBON E S,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,136,12.36,0,0,0,7,180,25.71,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0178,H I HOLLAN AT LISBON E S,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0181,MAPLE LAWN EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,333,27.75,0,0,0,8,497,62.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0181,MAPLE LAWN EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,231,15.4,0,0,0,15,482,32.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0181,MAPLE LAWN EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0182,HERBERT MARCUS EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,16,1000,62.5,0,0,0,14,1317,94.07,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0182,HERBERT MARCUS EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,17,0,0,0,0,0,3,125,41.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0182,HERBERT MARCUS EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,7,0,0,0,0,0,6,150,25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0183,THOMAS L MARSALIS EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,111,10.09,0,0,0,7,172,24.57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0183,THOMAS L MARSALIS EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0184,BEN MILAM EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,99,9,0,0,0,7,106,15.14,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0184,BEN MILAM EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0185,William Brown Miller Elementary School,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,101,9.18,0,0,0,7,102,14.57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0186,TRINITY HEIGHTS GIFTED AND TALENTED SCHOOL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,14,757,54.07,0,0,0,10,831,83.1,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0186,TRINITY HEIGHTS GIFTED AND TALENTED SCHOOL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,1607,107.13,0,0,0,15,1652,110.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0186,TRINITY HEIGHTS GIFTED AND TALENTED SCHOOL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0187,NANCY MOSELEY EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,240,21.82,0,0,0,7,256,36.57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0187,NANCY MOSELEY EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0188,Mount Auburn STEAM Academy,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,214,19.45,0,0,0,8,241,30.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0188,Mount Auburn STEAM Academy,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0189,CLARA OLIVER EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,15,269,17.93,0,0,0,11,302,27.45,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0189,CLARA OLIVER EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0190,GEORGE PEABODY EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,15,317,21.13,0,0,0,11,365,33.18,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0190,GEORGE PEABODY EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,374,24.93,0,0,0,15,472,31.47,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0190,GEORGE PEABODY EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,1,17,17,0,0,0,1,17,17,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0191,ELISHA M PEASE EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,603,50.25,0,0,0,8,688,86,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0191,ELISHA M PEASE EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,4,186,46.5,0,0,0,4,219,54.75,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0191,ELISHA M PEASE EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0192,JOHN F PEELER EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,97,8.82,0,0,0,7,161,23,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0192,JOHN F PEELER EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0193,JOHN J PERSHING EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,218,19.82,0,0,0,7,227,32.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0194,K B POLK ACAD TALENTED AND GIFTED,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,173,15.73,0,0,0,7,256,36.57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0194,K B POLK ACAD TALENTED AND GIFTED,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,12,195,16.25,0,0,0,12,389,32.42,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0194,K B POLK ACAD TALENTED AND GIFTED,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0195,PRESTON HOLLOW EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,20,347,17.35,0,0,0,15,430,28.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0195,PRESTON HOLLOW EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,18,156,8.67,0,0,0,18,217,12.06,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0195,PRESTON HOLLOW EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,2,7,3.5,0,0,0,1,10,10,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0197,JOHN H REAGAN EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,15,270,18,0,0,0,11,374,34,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0197,JOHN H REAGAN EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0198,MARTHA TURNER REILLY EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,79,7.18,0,0,0,7,81,11.57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0198,MARTHA TURNER REILLY EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0199,REINHARDT EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,395,32.92,0,0,0,7,353,50.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0200,JOSEPH J RHOADS LEARNING CENTER,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,567,47.25,0,0,0,8,1009,126.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0200,JOSEPH J RHOADS LEARNING CENTER,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,4,126,31.5,0,0,0,4,248,62,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0200,JOSEPH J RHOADS LEARNING CENTER,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0201,CHARLES RICE LEARNING CENTER,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,16,300,18.75,0,0,0,12,494,41.17,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0201,CHARLES RICE LEARNING CENTER,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0202,ORAN M ROBERTS EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,16,464,29,0,0,0,12,562,46.83,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0202,ORAN M ROBERTS EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,10,344,34.4,0,0,0,10,322,32.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0202,ORAN M ROBERTS EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0203,DAN D ROGERS EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,16,273,17.06,0,0,0,12,356,29.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0203,DAN D ROGERS EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,768,51.2,0,0,0,15,901,60.07,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0203,DAN D ROGERS EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,1,32,32,0,0,0,1,41,41,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0204,ROSEMONT LOWER - CHRIS V SEMOS BUILDING,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0205,CLINTON P RUSSELL EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,16,857,53.56,0,0,0,12,1139,94.92,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0205,CLINTON P RUSSELL EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0206,Alex Sanger Preparatory School,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0207,SAN JACINTO EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,326,29.64,0,0,0,9,410,45.56,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0207,SAN JACINTO EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0208,SEAGOVILLE EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,141,12.82,0,0,0,7,218,31.14,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0208,SEAGOVILLE EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0208,SEAGOVILLE EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0209,ASCHER SILBERTSTEIN EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,16,435,27.19,0,0,0,12,583,48.58,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0209,ASCHER SILBERTSTEIN EL,057-905,DALLAS,DALLAS,2019-07-01T00:00:00.000,15,325,21.67,0,0,0,15,596,39.73,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0209,ASCHER SILBERTSTEIN EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,5,23,4.6,0,0,0,1,23,23,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0210,LESLIE A STEMMONS EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,11,112,10.18,0,0,0,7,227,32.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0210,LESLIE A STEMMONS EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0211,STEVENS PARK EL,057-905,DALLAS,DALLAS,2019-06-01T00:00:00.000,12,437,36.42,0,0,0,8,458,57.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00276,DALLAS ISD,Educational Institution,Public,10,2,0211,STEVENS PARK EL,057-905,DALLAS,DALLAS,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
