programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00950,HENDERSON ISD,Educational Institution,Public,7,2,201-902,RUSK,5,2019-06-01T00:00:00.000,3862,490,5751,0,0,7627.3300,445.9000,19495.8900,0,0,27569.1200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00950,HENDERSON ISD,Educational Institution,Public,7,2,201-902,RUSK,3,2019-07-01T00:00:00.000,2194,0,2856,0,0,4345.8400,0,9996.0000,0,0,14341.8400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00954,OVERTON ISD,Educational Institution,Public,7,2,201-908,RUSK,1,2019-05-01T00:00:00.000,0,0,61,0,0,0,0,206.7900,0,0,206.7900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00954,OVERTON ISD,Educational Institution,Public,7,2,201-908,RUSK,1,2019-06-01T00:00:00.000,0,0,781,0,0,0,0,2647.5900,0,0,2647.5900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00958,HEMPHILL ISD,Educational Institution,Public,7,3,202-903,SABINE,1,2019-06-01T00:00:00.000,521,0,1254,0,0,932.5900,0,4251.0600,0,0,5183.6500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00958,HEMPHILL ISD,Educational Institution,Public,7,3,202-903,SABINE,1,2019-07-01T00:00:00.000,113,0,162,0,0,207.9200,0,567.0000,0,0,774.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00959,WEST SABINE ISD,Educational Institution,Public,7,3,202-905,SABINE,1,2019-05-01T00:00:00.000,0,0,20,0,0,0,0,67.8000,0,0,67.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00959,WEST SABINE ISD,Educational Institution,Public,7,3,202-905,SABINE,1,2019-06-01T00:00:00.000,0,0,1347,0,0,0,0,4566.3300,0,0,4566.3300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00960,SAN AUGUSTINE ISD,Educational Institution,Public,7,3,203-901,SAN AUGUSTINE,1,2019-06-01T00:00:00.000,1300,0,1754,0,0,2782.0000,0,5946.0600,0,0,8728.0600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00960,SAN AUGUSTINE ISD,Educational Institution,Public,7,3,203-901,SAN AUGUSTINE,1,2019-07-01T00:00:00.000,890,0,1539,0,0,1958.0000,0,5386.5000,0,0,7344.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00960,SAN AUGUSTINE ISD,Educational Institution,Public,7,3,203-901,SAN AUGUSTINE,1,2019-08-01T00:00:00.000,42,0,122,0,0,92.4000,0,427.0000,0,0,519.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00961,BROADDUS ISD,Educational Institution,Public,7,3,203-902,SAN AUGUSTINE,1,2019-05-01T00:00:00.000,0,0,192,0,0,0,0,650.8800,0,0,650.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00961,BROADDUS ISD,Educational Institution,Public,7,3,203-902,SAN AUGUSTINE,1,2019-06-01T00:00:00.000,0,0,1352,0,0,0,0,4583.2800,0,0,4583.2800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00961,BROADDUS ISD,Educational Institution,Public,7,3,203-902,SAN AUGUSTINE,1,2019-07-01T00:00:00.000,0,0,169,0,0,0,0,591.5000,0,0,591.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00962,COLDSPRING-OAKHURST CONS,Educational Institution,Public,6,3,204-901,SAN JACINTO,1,2019-06-01T00:00:00.000,557,0,787,0,0,1191.9800,0,2667.9300,0,0,3859.9100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00963,SHEPHERD ISD,Educational Institution,Public,6,3,204-904,SAN JACINTO,4,2019-06-01T00:00:00.000,556,0,1317,0,0,1189.8400,0,4464.6300,0,0,5654.4700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00963,SHEPHERD ISD,Educational Institution,Public,6,3,204-904,SAN JACINTO,1,2019-07-01T00:00:00.000,158,0,355,0,0,347.6000,0,1242.5000,0,0,1590.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00964,ARANSAS PASS ISD,Educational Institution,Public,2,5,205-901,SAN PATRICIO,1,2019-06-01T00:00:00.000,1648,0,2735,0,0,3526.7200,0,9271.6500,0,0,12798.3700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00964,ARANSAS PASS ISD,Educational Institution,Public,2,5,205-901,SAN PATRICIO,1,2019-07-01T00:00:00.000,1789,0,3018,0,0,3935.8000,0,10563.0000,0,0,14498.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00966,INGLESIDE ISD,Educational Institution,Public,2,5,205-903,SAN PATRICIO,1,2019-05-01T00:00:00.000,45,0,165,0,0,96.3000,0,559.3500,0,0,655.6500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00966,INGLESIDE ISD,Educational Institution,Public,2,5,205-903,SAN PATRICIO,1,2019-06-01T00:00:00.000,841,0,1032,0,0,1799.7400,0,3498.4800,0,0,5298.2200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00968,ODEM-EDROY ISD,Educational Institution,Public,2,5,205-905,SAN PATRICIO,1,2019-06-01T00:00:00.000,481,0,765,0,0,1029.3400,0,2593.3500,0,0,3622.6900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00970,TAFT ISD,Educational Institution,Public,2,5,205-907,SAN PATRICIO,3,2019-06-01T00:00:00.000,1169,0,1439,0,0,2501.6600,0,4878.2100,0,0,7379.8700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00970,TAFT ISD,Educational Institution,Public,2,5,205-907,SAN PATRICIO,3,2019-07-01T00:00:00.000,244,0,364,0,0,536.8000,0,1274.0000,0,0,1810.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00976,SNYDER ISD,Educational Institution,Public,14,1,208-902,SCURRY,1,2019-06-01T00:00:00.000,1682,0,3357,0,0,3599.4800,0,11380.2300,0,0,14979.7100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00976,SNYDER ISD,Educational Institution,Public,14,1,208-902,SCURRY,1,2019-07-01T00:00:00.000,297,0,591,0,0,653.4000,0,2068.5000,0,0,2721.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00980,CENTER ISD,Educational Institution,Public,7,3,210-901,SHELBY,3,2019-06-01T00:00:00.000,2953,0,3877,0,0,6319.4200,0,13143.0300,0,0,19462.4500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00980,CENTER ISD,Educational Institution,Public,7,3,210-901,SHELBY,3,2019-07-01T00:00:00.000,910,0,1724,0,0,2002.0000,0,6034.0000,0,0,8036.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00984,TIMPSON ISD,Educational Institution,Public,7,3,210-905,SHELBY,1,2019-05-01T00:00:00.000,67,0,135,0,0,143.3800,0,457.6500,0,0,601.0300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00984,TIMPSON ISD,Educational Institution,Public,7,3,210-905,SHELBY,1,2019-06-01T00:00:00.000,858,0,1738,0,0,1836.1200,0,5891.8200,0,0,7727.9400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00992,LINDALE ISD,Educational Institution,Public,7,2,212-903,SMITH,2,2019-06-01T00:00:00.000,1150,0,2056,0,0,2461.0000,0,6969.8400,0,0,9430.8400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00994,TYLER ISD,Educational Institution,Public,7,2,212-905,SMITH,2,2019-05-01T00:00:00.000,1525,0,1494,0,0,3263.5000,0,5064.6600,0,0,8328.1600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00994,TYLER ISD,Educational Institution,Public,7,2,212-905,SMITH,8,2019-06-01T00:00:00.000,13796,0,15584,0,0,29107.9900,0,52829.7600,0,0,81937.7500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00994,TYLER ISD,Educational Institution,Public,7,2,212-905,SMITH,4,2019-07-01T00:00:00.000,8469,0,8998,0,0,18572.4000,0,31493.0000,0,0,50065.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00994,TYLER ISD,Educational Institution,Public,7,2,212-905,SMITH,2,2019-08-01T00:00:00.000,688,0,702,0,0,1513.6000,0,2457.0000,0,0,3970.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00996,CHAPEL HILL ISD-TYLER,Educational Institution,Public,7,2,212-909,SMITH,2,2019-05-01T00:00:00.000,997,0,2098,0,0,2133.5800,0,7112.2200,0,0,9245.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00996,CHAPEL HILL ISD-TYLER,Educational Institution,Public,7,2,212-909,SMITH,2,2019-06-01T00:00:00.000,1475,0,2180,0,0,3156.5000,0,7390.2000,0,0,10546.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00999,GLEN ROSE ISD,Educational Institution,Public,11,2,213-901,SOMERVELL,3,2019-06-01T00:00:00.000,777,0,2021,0,0,1662.7800,0,6851.1900,0,0,8513.9700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01000,RIO GRANDE CITY ISD,Educational Institution,Public,1,5,214-901,STARR,24,2019-06-01T00:00:00.000,13981,0,20753,0,308,29780.7400,0,70352.6700,0,1025.6400,101159.0500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01000,RIO GRANDE CITY ISD,Educational Institution,Public,1,5,214-901,STARR,19,2019-07-01T00:00:00.000,1855,0,5353,0,0,3766.3600,0,18735.5000,0,0,22501.8600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01000,RIO GRANDE CITY ISD,Educational Institution,Public,1,5,214-901,STARR,2,2019-08-01T00:00:00.000,96,0,476,0,0,211.2000,0,1666.0000,0,0,1877.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01003,BRECKENRIDGE ISD,Educational Institution,Public,14,1,215-901,STEPHENS,1,2019-05-01T00:00:00.000,28,0,39,0,0,59.9200,0,132.2100,0,0,192.1300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01003,BRECKENRIDGE ISD,Educational Institution,Public,14,1,215-901,STEPHENS,1,2019-06-01T00:00:00.000,403,0,751,0,0,862.4200,0,2545.8900,0,0,3408.3100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01003,BRECKENRIDGE ISD,Educational Institution,Public,14,1,215-901,STEPHENS,1,2019-07-01T00:00:00.000,7,0,11,0,0,15.4000,0,38.5000,0,0,53.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01003,BRECKENRIDGE ISD,Educational Institution,Public,14,1,215-901,STEPHENS,1,2019-08-01T00:00:00.000,5,0,16,0,0,11.0000,0,56.0000,0,0,67.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01009,KRESS ISD,Educational Institution,Public,16,1,219-905,SWISHER,1,2019-06-01T00:00:00.000,0,0,384,0,0,0,0,1301.7600,0,0,1301.7600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01018,BIRDVILLE ISD,Educational Institution,Public,11,2,220-902,TARRANT,4,2019-06-01T00:00:00.000,7329,0,7404,0,0,15684.0600,0,25099.5600,0,0,40783.6200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01018,BIRDVILLE ISD,Educational Institution,Public,11,2,220-902,TARRANT,1,2019-07-01T00:00:00.000,795,0,458,0,0,1749.0000,0,1603.0000,0,0,3352.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01019,EVERMAN ISD,Educational Institution,Public,11,2,220-904,TARRANT,4,2019-06-01T00:00:00.000,6457,0,10877,0,0,13817.9800,0,36873.0300,0,0,50691.0100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01019,EVERMAN ISD,Educational Institution,Public,11,2,220-904,TARRANT,2,2019-07-01T00:00:00.000,68,0,605,0,0,149.6000,0,2117.5000,0,0,2267.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,220-905,TARRANT,63,2019-06-01T00:00:00.000,52232,0,81421,0,0,111070.1800,0,276017.1900,0,0,387087.3700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,220-905,TARRANT,25,2019-07-01T00:00:00.000,15131,0,23836,0,0,32691.3200,0,83426.0000,0,0,116117.3200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,220-905,TARRANT,6,2019-08-01T00:00:00.000,597,0,902,0,0,1259.4000,0,3157.0000,0,0,4416.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,220-906,TARRANT,2,2019-06-01T00:00:00.000,3246,0,5804,0,0,6946.4400,0,19559.4800,0,0,26505.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,220-906,TARRANT,2,2019-07-01T00:00:00.000,2069,0,4627,0,0,4551.8000,0,16101.9600,0,0,20653.7600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,220-906,TARRANT,1,2019-08-01T00:00:00.000,199,0,563,0,0,437.8000,0,1959.2400,0,0,2397.0400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,220-908,TARRANT,1,2019-05-01T00:00:00.000,262,0,407,0,0,560.6800,0,1371.5900,0,0,1932.2700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,220-908,TARRANT,9,2019-06-01T00:00:00.000,7982,0,16675,0,0,16857.8300,0,56194.7500,0,0,73052.5800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,220-908,TARRANT,4,2019-07-01T00:00:00.000,2680,0,5359,0,0,5610.8800,0,18649.3200,0,0,24260.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,220-908,TARRANT,1,2019-08-01T00:00:00.000,153,0,182,0,0,336.6000,0,633.3600,0,0,969.9600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01027,AZLE ISD,Educational Institution,Public,11,2,220-915,TARRANT,7,2019-06-01T00:00:00.000,2202,0,2441,0,0,4712.2800,0,8274.9900,0,0,12987.2700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01027,AZLE ISD,Educational Institution,Public,11,2,220-915,TARRANT,1,2019-07-01T00:00:00.000,526,0,738,0,0,1157.2000,0,2583.0000,0,0,3740.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01027,AZLE ISD,Educational Institution,Public,11,2,220-915,TARRANT,1,2019-08-01T00:00:00.000,89,0,69,0,0,195.8000,0,241.5000,0,0,437.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01030,EAGLE MT-SAGINAW ISD,Educational Institution,Public,11,2,220-918,TARRANT,5,2019-06-01T00:00:00.000,5851,0,9839,0,0,12521.1400,0,33354.2100,0,0,45875.3500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01030,EAGLE MT-SAGINAW ISD,Educational Institution,Public,11,2,220-918,TARRANT,2,2019-07-01T00:00:00.000,177,0,624,0,0,389.4000,0,2184.0000,0,0,2573.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01032,WHITE SETTLEMENT ISD,Educational Institution,Public,11,2,220-920,TARRANT,2,2019-06-01T00:00:00.000,4046,0,4598,0,0,8658.4400,0,15587.2200,0,0,24245.6600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01032,WHITE SETTLEMENT ISD,Educational Institution,Public,11,2,220-920,TARRANT,1,2019-07-01T00:00:00.000,656,0,766,0,0,1443.2000,0,2681.0000,0,0,4124.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01032,WHITE SETTLEMENT ISD,Educational Institution,Public,11,2,220-920,TARRANT,1,2019-08-01T00:00:00.000,300,0,292,0,0,660.0000,0,1022.0000,0,0,1682.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01047,CHAPEL HILL ISD-MT. PLEASANT,Educational Institution,Public,8,2,225-906,TITUS,1,2019-06-01T00:00:00.000,521,0,837,0,0,1114.9400,0,2837.4300,0,0,3952.3700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01047,CHAPEL HILL ISD-MT. PLEASANT,Educational Institution,Public,8,2,225-906,TITUS,1,2019-07-01T00:00:00.000,103,0,98,0,0,226.6000,0,343.0000,0,0,569.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01047,CHAPEL HILL ISD-MT. PLEASANT,Educational Institution,Public,8,2,225-906,TITUS,1,2019-08-01T00:00:00.000,14,0,14,0,0,30.8000,0,49.0000,0,0,79.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01048,HARTS BLUFF ISD,Educational Institution,Public,8,2,225-907,TITUS,1,2019-06-01T00:00:00.000,1428,0,1400,0,0,3055.9200,0,4746.0000,0,0,7801.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01059,TEXAS EMPOWERMENT ACADEMY,Educational Institution,Charter,13,4,227-805,TRAVIS,1,2019-06-01T00:00:00.000,1436,0,2251,0,0,3073.0400,0,7630.8900,0,0,10703.9300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01059,TEXAS EMPOWERMENT ACADEMY,Educational Institution,Charter,13,4,227-805,TRAVIS,1,2019-07-01T00:00:00.000,466,0,673,0,0,1025.2000,0,2355.5000,0,0,3380.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01061,CEDARS INTERNATIONAL ACADEMY,Educational Institution,Charter,13,4,227-817,TRAVIS,1,2019-06-01T00:00:00.000,1948,0,2250,0,0,4168.7200,0,7627.5000,0,0,11796.2200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01064,KIPP TEXAS PUBLIC SCHOOLS,Educational Institution,Charter,13,4,227-820,TRAVIS,23,2019-06-01T00:00:00.000,7698,0,8657,0,0,16043.2200,0,29347.2300,0,0,45390.4500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01064,KIPP TEXAS PUBLIC SCHOOLS,Educational Institution,Charter,13,4,227-820,TRAVIS,7,2019-07-01T00:00:00.000,2531,0,4066,0,0,5519.2400,0,14231.0000,0,0,19750.2400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01064,KIPP TEXAS PUBLIC SCHOOLS,Educational Institution,Charter,13,4,227-820,TRAVIS,2,2019-08-01T00:00:00.000,26,0,179,0,0,57.2000,0,626.5000,0,0,683.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01068,AUSTIN ISD,Educational Institution,Public,13,4,227-901,TRAVIS,11,2019-05-01T00:00:00.000,772,0,728,0,0,1652.0800,0,2467.9200,0,0,4120.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01068,AUSTIN ISD,Educational Institution,Public,13,4,227-901,TRAVIS,55,2019-06-01T00:00:00.000,48984,0,67508,0,0,104524.0600,0,228852.1200,0,0,333376.1800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01068,AUSTIN ISD,Educational Institution,Public,13,4,227-901,TRAVIS,46,2019-07-01T00:00:00.000,14069,0,19382,0,0,30786.9200,0,67837.0000,0,0,98623.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01068,AUSTIN ISD,Educational Institution,Public,13,4,227-901,TRAVIS,16,2019-08-01T00:00:00.000,2744,0,3856,0,0,5976.6800,0,13496.0000,0,0,19472.6800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01069,PFLUGERVILLE ISD,Educational Institution,Public,13,4,227-904,TRAVIS,7,2019-06-01T00:00:00.000,14477,0,19402,0,0,30980.7800,0,65772.7800,0,0,96753.5600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01069,PFLUGERVILLE ISD,Educational Institution,Public,13,4,227-904,TRAVIS,5,2019-07-01T00:00:00.000,6145,0,7578,0,0,13519.0000,0,26523.0000,0,0,40042.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01069,PFLUGERVILLE ISD,Educational Institution,Public,13,4,227-904,TRAVIS,3,2019-08-01T00:00:00.000,1578,0,1814,0,0,3471.6000,0,6349.0000,0,0,9820.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01070,MANOR ISD,Educational Institution,Public,13,4,227-907,TRAVIS,1,2019-05-01T00:00:00.000,731,0,873,0,0,1564.3400,0,2959.4700,0,0,4523.8100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01070,MANOR ISD,Educational Institution,Public,13,4,227-907,TRAVIS,4,2019-06-01T00:00:00.000,8956,0,13120,0,0,19165.8400,0,44476.8000,0,0,63642.6400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01070,MANOR ISD,Educational Institution,Public,13,4,227-907,TRAVIS,3,2019-07-01T00:00:00.000,5525,0,8850,0,0,12155.0000,0,30975.0000,0,0,43130.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01070,MANOR ISD,Educational Institution,Public,13,4,227-907,TRAVIS,1,2019-08-01T00:00:00.000,102,0,137,0,0,224.4000,0,479.5000,0,0,703.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01072,DEL VALLE ISD,Educational Institution,Public,13,4,227-910,TRAVIS,7,2019-06-01T00:00:00.000,7604,0,11919,0,0,16238.9600,0,40405.4100,0,0,56644.3700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01072,DEL VALLE ISD,Educational Institution,Public,13,4,227-910,TRAVIS,6,2019-07-01T00:00:00.000,3775,0,7008,0,0,8305.0000,0,24528.0000,0,0,32833.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01072,DEL VALLE ISD,Educational Institution,Public,13,4,227-910,TRAVIS,2,2019-08-01T00:00:00.000,1068,0,1436,0,0,2349.6000,0,5026.0000,0,0,7375.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01076,TRINITY ISD,Educational Institution,Public,6,3,228-903,TRINITY,1,2019-06-01T00:00:00.000,1515,0,2164,0,0,3242.1000,0,7335.9600,0,0,10578.0600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01080,WOODVILLE ISD,Educational Institution,Public,5,3,229-903,TYLER,1,2019-06-01T00:00:00.000,585,0,520,0,0,1251.9000,0,1762.8000,0,0,3014.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01086,ORE CITY ISD,Educational Institution,Public,7,2,230-903,UPSHUR,2,2019-06-01T00:00:00.000,0,0,2755,0,0,0,0,9339.4500,0,0,9339.4500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01095,SABINAL ISD,Educational Institution,Public,20,4,232-902,UVALDE,1,2019-06-01T00:00:00.000,130,0,328,0,0,278.2000,0,1111.9200,0,0,1390.1200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01095,SABINAL ISD,Educational Institution,Public,20,4,232-902,UVALDE,1,2019-07-01T00:00:00.000,1673,0,1818,0,0,3680.6000,0,6363.0000,0,0,10043.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01095,SABINAL ISD,Educational Institution,Public,20,4,232-902,UVALDE,1,2019-08-01T00:00:00.000,1223,0,1096,0,0,2690.6000,0,3836.0000,0,0,6526.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,Public,20,4,232-903,UVALDE,1,2019-05-01T00:00:00.000,0,0,30,0,0,0,0,101.7000,0,0,101.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,Public,20,4,232-903,UVALDE,8,2019-06-01T00:00:00.000,6422,0,11427,0,0,13743.0800,0,38737.5300,0,0,52480.6100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,Public,20,4,232-903,UVALDE,7,2019-07-01T00:00:00.000,1714,0,2699,0,0,3770.8000,0,9446.5000,0,0,13217.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01096,UVALDE CONS ISD,Educational Institution,Public,20,4,232-903,UVALDE,2,2019-08-01T00:00:00.000,170,0,171,0,0,374.0000,0,598.5000,0,0,972.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01098,SAN FELIPE-DEL RIO,Educational Institution,Public,15,4,233-901,VAL VERDE,4,2019-06-01T00:00:00.000,9472,0,16879,0,0,20270.0800,0,57219.8100,0,0,77489.8900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01098,SAN FELIPE-DEL RIO,Educational Institution,Public,15,4,233-901,VAL VERDE,2,2019-07-01T00:00:00.000,3538,0,5432,0,0,7783.6000,0,19012.0000,0,0,26795.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01098,SAN FELIPE-DEL RIO,Educational Institution,Public,15,4,233-901,VAL VERDE,1,2019-08-01T00:00:00.000,947,0,959,0,0,2083.4000,0,3356.5000,0,0,5439.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01102,GRAND SALINE ISD,Educational Institution,Public,7,2,234-904,VAN ZANDT,1,2019-06-01T00:00:00.000,301,0,0,0,0,644.1400,0,0,0,0,644.1400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01104,VAN ISD,Educational Institution,Public,7,2,234-906,VAN ZANDT,1,2019-06-01T00:00:00.000,324,0,576,0,0,693.3600,0,1952.6400,0,0,2646.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01104,VAN ISD,Educational Institution,Public,7,2,234-906,VAN ZANDT,3,2019-07-01T00:00:00.000,716,0,1067,0,0,1575.2000,0,3734.5000,0,0,5309.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01104,VAN ISD,Educational Institution,Public,7,2,234-906,VAN ZANDT,2,2019-08-01T00:00:00.000,231,0,276,0,0,508.2000,0,966.0000,0,0,1474.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01108,BLOOMINGTON ISD,Educational Institution,Public,3,3,235-901,VICTORIA,2,2019-06-01T00:00:00.000,950,0,1357,0,0,2033.0000,0,4600.2300,0,0,6633.2300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01109,VICTORIA ISD,Educational Institution,Public,3,3,235-902,VICTORIA,2,2019-05-01T00:00:00.000,112,0,209,0,0,239.6800,0,708.5100,0,0,948.1900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01109,VICTORIA ISD,Educational Institution,Public,3,3,235-902,VICTORIA,15,2019-06-01T00:00:00.000,10033,0,14512,0,0,19579.5700,0,49195.6800,0,0,68775.2500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01109,VICTORIA ISD,Educational Institution,Public,3,3,235-902,VICTORIA,13,2019-07-01T00:00:00.000,6405,0,9980,0,0,12696.0000,0,34930.0000,0,0,47626.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01109,VICTORIA ISD,Educational Institution,Public,3,3,235-902,VICTORIA,9,2019-08-01T00:00:00.000,509,0,666,0,0,995.6000,0,2331.0000,0,0,3326.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01112,HUNTSVILLE ISD,Educational Institution,Public,6,3,236-902,WALKER,2,2019-05-01T00:00:00.000,940,0,1856,0,0,1919.2000,0,6291.8400,0,0,8211.0400
