programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,2,2019-05-01T00:00:00.000,86,0,142,0,0,184.0400,0,481.3800,0,0,665.4200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,2,2019-06-01T00:00:00.000,2174,0,3008,0,0,4652.3600,0,10197.1200,0,0,14849.4800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,2,2019-07-01T00:00:00.000,0,0,126,0,0,0,0,441.0000,0,0,441.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00321,FREER ISD,Educational Institution,Public,2,5,066-903,DUVAL,1,2019-06-01T00:00:00.000,590,0,1730,0,0,1262.6000,0,5864.7000,0,0,7127.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00322,CISCO ISD,Educational Institution,Public,14,1,067-902,EASTLAND,1,2019-06-01T00:00:00.000,491,0,0,0,0,1050.7400,0,0,0,0,1050.7400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00325,RANGER ISD,Educational Institution,Public,14,1,067-907,EASTLAND,1,2019-06-01T00:00:00.000,30,0,0,0,0,64.2000,0,0,0,0,64.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00330,FAITH FAMILY KIDS INC DBA WAXAHACHIE FAITH FAMILY ACADEMY,Educational Institution,Charter,10,2,070-801,ELLIS,1,2019-06-01T00:00:00.000,1064,0,1838,0,0,2276.9600,0,6230.8200,0,0,8507.7800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00332,ENNIS ISD,Educational Institution,Public,10,2,070-903,ELLIS,4,2019-06-01T00:00:00.000,2371,0,3884,0,0,4770.8400,0,13166.7600,0,0,17937.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00332,ENNIS ISD,Educational Institution,Public,10,2,070-903,ELLIS,2,2019-07-01T00:00:00.000,1278,0,2937,0,0,2392.5600,0,10279.5000,0,0,12672.0600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00332,ENNIS ISD,Educational Institution,Public,10,2,070-903,ELLIS,2,2019-08-01T00:00:00.000,255,0,1278,0,0,469.2000,0,4473.0000,0,0,4942.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,1,2019-06-01T00:00:00.000,500,0,3728,0,0,1070.0000,0,12563.3600,0,0,13633.3600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,1,2019-07-01T00:00:00.000,93,0,3657,0,0,204.6000,0,12726.3600,0,0,12930.9600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,1,2019-08-01T00:00:00.000,5,0,1010,0,0,11.0000,0,3514.8000,0,0,3525.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00336,MILFORD ISD,Educational Institution,Public,10,2,070-909,ELLIS,1,2019-06-01T00:00:00.000,0,0,553,0,0,0,0,1874.6700,0,0,1874.6700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00337,PALMER ISD,Educational Institution,Public,10,2,070-910,ELLIS,2,2019-06-01T00:00:00.000,796,0,1505,0,0,1703.4400,0,5101.9500,0,0,6805.3900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00337,PALMER ISD,Educational Institution,Public,10,2,070-910,ELLIS,1,2019-07-01T00:00:00.000,82,0,167,0,0,180.4000,0,584.5000,0,0,764.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00344,LA FE PREPARATORY SCHOOL,Educational Institution,Charter,19,1,071-807,EL PASO,1,2019-07-01T00:00:00.000,1050,0,1609,0,0,2310.0000,0,5631.5000,0,0,7941.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00345,CLINT ISD,Educational Institution,Public,19,1,071-901,EL PASO,7,2019-06-01T00:00:00.000,12691,0,10840,0,0,27158.7400,0,36747.6000,0,0,63906.3400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00345,CLINT ISD,Educational Institution,Public,19,1,071-901,EL PASO,1,2019-07-01T00:00:00.000,253,0,198,0,0,556.6000,0,693.0000,0,0,1249.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00353,SOCORRO ISD,Educational Institution,Public,19,1,071-909,EL PASO,29,2019-06-01T00:00:00.000,0,0,69268,0,0,0,0,234818.5200,0,0,234818.5200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00357,STEPHENVILLE ISD,Educational Institution,Public,11,2,072-903,ERATH,1,2019-06-01T00:00:00.000,2030,0,2534,0,0,4344.2000,0,8590.2600,0,0,12934.4600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00362,CHILTON ISD,Educational Institution,Public,12,2,073-901,FALLS,1,2019-05-01T00:00:00.000,120,0,148,0,0,256.8000,0,501.7200,0,0,758.5200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00362,CHILTON ISD,Educational Institution,Public,12,2,073-901,FALLS,1,2019-06-01T00:00:00.000,1203,0,1888,0,0,2574.4200,0,6400.3200,0,0,8974.7400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00363,MARLIN ISD,Educational Institution,Public,12,2,073-903,FALLS,1,2019-06-01T00:00:00.000,0,0,2017,0,0,0,0,6837.6300,0,0,6837.6300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00363,MARLIN ISD,Educational Institution,Public,12,2,073-903,FALLS,1,2019-07-01T00:00:00.000,0,0,61,0,0,0,0,213.5000,0,0,213.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,073-905,FALLS,1,2019-05-01T00:00:00.000,177,0,254,0,0,378.7800,0,861.0600,0,0,1239.8400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,073-905,FALLS,1,2019-06-01T00:00:00.000,526,0,724,0,0,1125.6400,0,2454.3600,0,0,3580.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00366,BONHAM ISD,Educational Institution,Public,10,2,074-903,FANNIN,2,2019-06-01T00:00:00.000,886,0,1168,0,0,1896.0400,0,3959.5200,0,0,5855.5600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00374,FLATONIA ISD,Educational Institution,Public,13,4,075-901,FAYETTE,1,2019-06-01T00:00:00.000,225,0,269,0,0,481.5000,0,911.9100,0,0,1393.4100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00375,LA GRANGE ISD,Educational Institution,Public,13,4,075-902,FAYETTE,3,2019-06-01T00:00:00.000,535,0,2474,0,0,1144.9000,0,8386.8600,0,0,9531.7600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00375,LA GRANGE ISD,Educational Institution,Public,13,4,075-902,FAYETTE,3,2019-07-01T00:00:00.000,66,0,1089,0,0,145.2000,0,3811.5000,0,0,3956.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00382,LOCKNEY ISD,Educational Institution,Public,17,1,077-902,FLOYD,1,2019-05-01T00:00:00.000,0,0,1756,0,0,0,0,5952.8400,0,0,5952.8400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00382,LOCKNEY ISD,Educational Institution,Public,17,1,077-902,FLOYD,1,2019-06-01T00:00:00.000,0,0,8780,0,0,0,0,29764.2000,0,0,29764.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,079-901,FORT BEND,5,2019-06-01T00:00:00.000,7230,0,12142,0,0,15472.2000,0,41161.3800,0,0,56633.5800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,079-901,FORT BEND,4,2019-07-01T00:00:00.000,3887,0,9513,0,0,8551.4000,0,33295.5000,0,0,41846.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,079-901,FORT BEND,2,2019-08-01T00:00:00.000,97,0,240,0,0,213.4000,0,840.0000,0,0,1053.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00386,FORT BEND ISD,Educational Institution,Public,4,3,079-907,FORT BEND,10,2019-06-01T00:00:00.000,9633,0,18788,0,0,20614.6200,0,63691.3200,0,0,84305.9400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00386,FORT BEND ISD,Educational Institution,Public,4,3,079-907,FORT BEND,5,2019-07-01T00:00:00.000,2458,0,5958,0,0,5407.6000,0,20853.0000,0,0,26260.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00386,FORT BEND ISD,Educational Institution,Public,4,3,079-907,FORT BEND,1,2019-08-01T00:00:00.000,26,0,26,0,0,57.2000,0,91.0000,0,0,148.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00388,STAFFORD MSD,Educational Institution,Public,4,3,079-910,FORT BEND,2,2019-06-01T00:00:00.000,4705,0,8306,0,0,10068.7000,0,28157.3400,0,0,38226.0400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00388,STAFFORD MSD,Educational Institution,Public,4,3,079-910,FORT BEND,1,2019-07-01T00:00:00.000,298,0,484,0,0,655.6000,0,1694.0000,0,0,2349.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00389,MOUNT VERNON ISD,Educational Institution,Public,8,2,080-901,FRANKLIN,1,2019-06-01T00:00:00.000,616,0,644,0,0,1318.2400,0,2183.1600,0,0,3501.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00391,TEAGUE ISD,Educational Institution,Public,12,2,081-904,FREESTONE,3,2019-06-01T00:00:00.000,1081,0,0,0,0,2313.3400,0,0,0,0,2313.3400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00400,"ODYSSEY 2020 ACADEMY, INC.",Educational Institution,Charter,4,3,084-802,GALVESTON,2,2019-05-01T00:00:00.000,129,68,292,0,0,276.0600,61.8800,989.8800,0,0,1327.8200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00400,"ODYSSEY 2020 ACADEMY, INC.",Educational Institution,Charter,4,3,084-802,GALVESTON,2,2019-06-01T00:00:00.000,1400,275,1888,0,0,2996.0000,250.2500,6400.3200,0,0,9646.5700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00402,DICKINSON ISD,Educational Institution,Public,4,3,084-901,GALVESTON,5,2019-06-01T00:00:00.000,4316,0,5326,0,0,9236.2400,0,18055.1400,0,0,27291.3800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00402,DICKINSON ISD,Educational Institution,Public,4,3,084-901,GALVESTON,2,2019-07-01T00:00:00.000,717,0,720,0,0,1577.4000,0,2520.0000,0,0,4097.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00406,TEXAS CITY ISD,Educational Institution,Public,4,3,084-906,GALVESTON,14,2019-06-01T00:00:00.000,14625,0,20451,0,0,29754.3500,0,69328.8900,0,0,99083.2400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00406,TEXAS CITY ISD,Educational Institution,Public,4,3,084-906,GALVESTON,9,2019-07-01T00:00:00.000,4956,0,6931,0,0,9886.5600,0,24258.5000,0,0,34145.0600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00406,TEXAS CITY ISD,Educational Institution,Public,4,3,084-906,GALVESTON,7,2019-08-01T00:00:00.000,349,0,502,0,0,677.4400,0,1757.0000,0,0,2434.4400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00407,HITCHCOCK ISD,Educational Institution,Public,4,3,084-908,GALVESTON,2,2019-06-01T00:00:00.000,2198,0,3180,0,0,4703.7200,0,10780.2000,0,0,15483.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,3,2019-06-01T00:00:00.000,8502,0,11689,0,0,17769.0300,0,39391.9300,0,0,57160.9600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,7,2019-07-01T00:00:00.000,2521,0,6067,0,0,5143.0000,0,21113.1600,0,0,26256.1600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,4,2019-08-01T00:00:00.000,729,0,1036,0,0,1569.6000,0,3605.2800,0,0,5174.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00416,GOLIAD ISD,Educational Institution,Public,3,3,088-902,GOLIAD,5,2019-05-01T00:00:00.000,46,0,102,0,0,84.4400,0,345.7800,0,0,430.2200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00416,GOLIAD ISD,Educational Institution,Public,3,3,088-902,GOLIAD,5,2019-06-01T00:00:00.000,881,0,1402,0,0,1806.2400,0,4752.7800,0,0,6559.0200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00419,WAELDER ISD,Educational Institution,Public,13,3,089-905,GONZALES,1,2019-06-01T00:00:00.000,700,0,806,0,0,1498.0000,0,2732.3400,0,0,4230.3400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00419,WAELDER ISD,Educational Institution,Public,13,3,089-905,GONZALES,1,2019-07-01T00:00:00.000,143,0,158,0,0,314.6000,0,553.0000,0,0,867.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00428,SHERMAN ISD,Educational Institution,Public,10,2,091-906,GRAYSON,1,2019-05-01T00:00:00.000,330,0,256,0,0,706.2000,0,867.8400,0,0,1574.0400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00428,SHERMAN ISD,Educational Institution,Public,10,2,091-906,GRAYSON,4,2019-06-01T00:00:00.000,4983,0,7187,0,0,10663.6200,0,24363.9300,0,0,35027.5500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00428,SHERMAN ISD,Educational Institution,Public,10,2,091-906,GRAYSON,1,2019-07-01T00:00:00.000,100,0,144,0,0,220.0000,0,504.0000,0,0,724.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00437,GLADEWATER ISD,Educational Institution,Public,7,2,092-901,GREGG,1,2019-05-01T00:00:00.000,9,0,9,0,0,19.2600,0,30.5100,0,0,49.7700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00437,GLADEWATER ISD,Educational Institution,Public,7,2,092-901,GREGG,1,2019-06-01T00:00:00.000,638,0,1224,0,0,1365.3200,0,4149.3600,0,0,5514.6800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00438,KILGORE ISD,Educational Institution,Public,7,2,092-902,GREGG,2,2019-06-01T00:00:00.000,1156,0,1617,0,0,2473.8400,0,5481.6300,0,0,7955.4700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00438,KILGORE ISD,Educational Institution,Public,7,2,092-902,GREGG,1,2019-07-01T00:00:00.000,213,0,326,0,0,468.6000,0,1141.0000,0,0,1609.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00439,LONGVIEW ISD,Educational Institution,Public,7,2,092-903,GREGG,6,2019-06-01T00:00:00.000,12514,0,13677,0,0,26779.9600,0,46365.0300,0,0,73144.9900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00439,LONGVIEW ISD,Educational Institution,Public,7,2,092-903,GREGG,5,2019-07-01T00:00:00.000,7116,0,9321,0,0,15655.2000,0,32623.5000,0,0,48278.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00439,LONGVIEW ISD,Educational Institution,Public,7,2,092-903,GREGG,2,2019-08-01T00:00:00.000,2567,0,4290,0,0,5647.4000,0,15015.0000,0,0,20662.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00440,PINE TREE ISD,Educational Institution,Public,7,2,092-904,GREGG,5,2019-06-01T00:00:00.000,5506,0,6933,0,0,11630.9400,0,23502.8700,0,0,35133.8100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00440,PINE TREE ISD,Educational Institution,Public,7,2,092-904,GREGG,2,2019-07-01T00:00:00.000,772,0,1920,0,0,1698.4000,0,6720.0000,0,0,8418.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00440,PINE TREE ISD,Educational Institution,Public,7,2,092-904,GREGG,2,2019-08-01T00:00:00.000,86,0,277,0,0,189.2000,0,969.5000,0,0,1158.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00441,SABINE ISD,Educational Institution,Public,7,2,092-906,GREGG,1,2019-06-01T00:00:00.000,0,0,531,204,0,0,0,1800.0900,185.6400,0,1985.7300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00446,NAVASOTA ISD,Educational Institution,Public,6,3,093-904,GRIMES,1,2019-06-01T00:00:00.000,2492,0,3444,0,0,5332.8800,0,11675.1600,0,0,17008.0400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00446,NAVASOTA ISD,Educational Institution,Public,6,3,093-904,GRIMES,1,2019-07-01T00:00:00.000,5,0,4,0,0,11.0000,0,14.0000,0,0,25.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00459,HAMILTON ISD,Educational Institution,Public,12,2,097-902,HAMILTON,1,2019-06-01T00:00:00.000,363,0,925,0,0,776.8200,0,3135.7500,0,0,3912.5700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00459,HAMILTON ISD,Educational Institution,Public,12,2,097-902,HAMILTON,1,2019-07-01T00:00:00.000,70,0,71,0,0,154.0000,0,248.5000,0,0,402.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00461,GRUVER ISD,Educational Institution,Public,16,1,098-901,HANSFORD,1,2019-05-01T00:00:00.000,0,0,10,0,0,0,0,33.7000,0,0,33.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00461,GRUVER ISD,Educational Institution,Public,16,1,098-901,HANSFORD,1,2019-06-01T00:00:00.000,0,0,143,0,0,0,0,481.9100,0,0,481.9100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00463,SPEARMAN ISD,Educational Institution,Public,16,1,098-904,HANSFORD,1,2019-05-01T00:00:00.000,194,0,264,0,0,415.1600,0,894.9600,0,0,1310.1200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00463,SPEARMAN ISD,Educational Institution,Public,16,1,098-904,HANSFORD,1,2019-06-01T00:00:00.000,728,0,963,0,0,1557.9200,0,3264.5700,0,0,4822.4900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00466,KOUNTZE ISD,Educational Institution,Public,5,3,100-903,HARDIN,1,2019-06-01T00:00:00.000,0,0,977,0,0,0,0,3312.0300,0,0,3312.0300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00474,ASSN. FOR THE ADVANCEMENT OF MEXICAN AMERICANS,Educational Institution,Charter,4,3,101-804,HARRIS,2,2019-06-01T00:00:00.000,1147,0,2412,0,0,2454.5800,0,8176.6800,0,0,10631.2600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00476,"TEJANO CENTER FOR COMMUNITY CONCERNS, INC.",Educational Institution,Charter,4,3,101-806,HARRIS,2,2019-06-01T00:00:00.000,5627,0,7427,0,0,12041.7800,0,25177.5300,0,0,37219.3100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00476,"TEJANO CENTER FOR COMMUNITY CONCERNS, INC.",Educational Institution,Charter,4,3,101-806,HARRIS,1,2019-07-01T00:00:00.000,1167,0,1680,0,0,2567.4000,0,5880.0000,0,0,8447.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00479,ACADEMY OF ACCELERATED LEARNING INC,Educational Institution,Charter,4,3,101-810,HARRIS,2,2019-06-01T00:00:00.000,2252,0,3729,0,0,4819.2800,0,12641.3100,0,0,17460.5900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00484,AMIGOS POR VIDA--FRIENDS FOR LIFE,Educational Institution,Charter,4,3,101-819,HARRIS,1,2019-06-01T00:00:00.000,1461,0,1646,0,0,3126.5400,0,5579.9400,0,0,8706.4800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00488,"HOUSTON GATEWAY ACADEMY, INC.",Educational Institution,Charter,4,3,101-828,HARRIS,1,2019-06-01T00:00:00.000,1815,0,4000,0,0,3884.1000,0,13560.0000,0,0,17444.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,101-845,HARRIS,12,2019-06-01T00:00:00.000,3398,0,7081,0,0,7248.6200,0,24004.5900,0,0,31253.2100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,101-845,HARRIS,11,2019-07-01T00:00:00.000,763,0,1594,0,0,1678.6000,0,5579.0000,0,0,7257.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,101-845,HARRIS,15,2019-08-01T00:00:00.000,1666,0,6000,0,0,3584.9200,0,21000.0000,0,0,24584.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00513,ALDINE ISD,Educational Institution,Public,4,3,101-902,HARRIS,42,2019-06-01T00:00:00.000,59997,0,94135,0,0,128393.5800,0,319117.6500,0,0,447511.2300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00513,ALDINE ISD,Educational Institution,Public,4,3,101-902,HARRIS,4,2019-07-01T00:00:00.000,1025,0,1251,0,0,2255.0000,0,4378.5000,0,0,6633.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00513,ALDINE ISD,Educational Institution,Public,4,3,101-902,HARRIS,3,2019-08-01T00:00:00.000,323,0,862,0,0,710.6000,0,3017.0000,0,0,3727.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00513,ALDINE ISD,Educational Institution,Public,4,3,101-902,HARRIS,45,2019-09-01T00:00:00.000,0,0,0,0,5045,0,0,0,0,17304.3500,17304.3500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00514,ALIEF ISD,Educational Institution,Public,4,3,101-903,HARRIS,32,2019-06-01T00:00:00.000,71625,0,149038,0,0,153277.5000,0,505238.8200,0,0,658516.3200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00514,ALIEF ISD,Educational Institution,Public,4,3,101-903,HARRIS,10,2019-07-01T00:00:00.000,2769,0,3465,0,0,6091.8000,0,12127.5000,0,0,18219.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00516,CROSBY ISD,Educational Institution,Public,4,3,101-906,HARRIS,3,2019-06-01T00:00:00.000,2482,0,4570,0,0,5311.4800,0,15492.3000,0,0,20803.7800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00517,CYPRESS-FAIRBANKS ISD,Educational Institution,Public,4,3,101-907,HARRIS,24,2019-06-01T00:00:00.000,41361,0,65716,0,0,88384.0900,0,222777.2400,0,0,311161.3300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00517,CYPRESS-FAIRBANKS ISD,Educational Institution,Public,4,3,101-907,HARRIS,21,2019-07-01T00:00:00.000,32275,0,55044,0,0,71005.0000,0,192654.0000,0,0,263659.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00517,CYPRESS-FAIRBANKS ISD,Educational Institution,Public,4,3,101-907,HARRIS,12,2019-08-01T00:00:00.000,1530,0,4170,0,0,3366.0000,0,14595.0000,0,0,17961.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00518,DEER PARK ISD,Educational Institution,Public,4,3,101-908,HARRIS,6,2019-06-01T00:00:00.000,1295,76,2017,81,0,2771.3000,69.1600,6797.2900,73.7100,0,9711.4600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00518,DEER PARK ISD,Educational Institution,Public,4,3,101-908,HARRIS,6,2019-07-01T00:00:00.000,952,76,2141,160,0,2094.4000,71.4400,7450.6800,150.4000,0,9766.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00520,GALENA PARK ISD,Educational Institution,Public,4,3,101-910,HARRIS,8,2019-06-01T00:00:00.000,17607,0,25475,0,0,37678.9800,0,86360.2500,0,0,124039.2300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00520,GALENA PARK ISD,Educational Institution,Public,4,3,101-910,HARRIS,3,2019-07-01T00:00:00.000,496,0,963,0,0,1091.2000,0,3370.5000,0,0,4461.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00523,HUMBLE ISD,Educational Institution,Public,4,3,101-913,HARRIS,5,2019-06-01T00:00:00.000,5186,0,5163,0,0,11098.0400,0,17399.3100,0,0,28497.3500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00523,HUMBLE ISD,Educational Institution,Public,4,3,101-913,HARRIS,6,2019-07-01T00:00:00.000,1791,0,1711,0,0,3940.2000,0,5954.2800,0,0,9894.4800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00525,KLEIN ISD,Educational Institution,Public,4,3,101-915,HARRIS,3,2019-06-01T00:00:00.000,4426,0,6955,0,0,9471.6400,0,23438.3500,0,0,32909.9900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00525,KLEIN ISD,Educational Institution,Public,4,3,101-915,HARRIS,1,2019-07-01T00:00:00.000,261,0,884,0,0,574.2000,0,3076.3200,0,0,3650.5200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00526,LA PORTE ISD,Educational Institution,Public,4,3,101-916,HARRIS,4,2019-06-01T00:00:00.000,3063,0,5210,0,0,6554.8200,0,17661.9000,0,0,24216.7200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00526,LA PORTE ISD,Educational Institution,Public,4,3,101-916,HARRIS,1,2019-07-01T00:00:00.000,181,0,176,0,0,398.2000,0,616.0000,0,0,1014.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00528,SPRING ISD,Educational Institution,Public,4,3,101-919,HARRIS,12,2019-06-01T00:00:00.000,28273,0,40547,0,0,60504.2200,0,137454.3300,0,0,197958.5500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00528,SPRING ISD,Educational Institution,Public,4,3,101-919,HARRIS,9,2019-07-01T00:00:00.000,1099,0,1334,0,0,2417.8000,0,4669.0000,0,0,7086.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00532,HUFFMAN ISD,Educational Institution,Public,4,3,101-925,HARRIS,1,2019-06-01T00:00:00.000,1493,0,2834,0,0,3195.0200,0,9550.5800,0,0,12745.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00532,HUFFMAN ISD,Educational Institution,Public,4,3,101-925,HARRIS,1,2019-07-01T00:00:00.000,1,0,27,0,0,2.2000,0,93.9600,0,0,96.1600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00534,MARSHALL ISD,Educational Institution,Public,7,2,102-902,HARRISON,2,2019-06-01T00:00:00.000,2594,0,4918,0,0,5551.1600,0,16672.0200,0,0,22223.1800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00534,MARSHALL ISD,Educational Institution,Public,7,2,102-902,HARRISON,1,2019-07-01T00:00:00.000,71,0,74,0,0,156.2000,0,259.0000,0,0,415.2000
