cesiteid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,cecounty,sitecounty,claimdate,breakfastdays,breakfast,secondbreakfast,breakfasttotal,amsnackdays,amsnack,secondamsnack,amsnacktotal,lunchdays,lunch,secondlunch,lunchtotal,pmsnackdays,pmsnack,secondpmsnack,pmsnacktotal,supperdays,supper,secondsupper,suppertotal,totalsnacks,totalmeals_snacks
01549-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1201,THIRD EDITION APARTMENTS,ECTOR,ECTOR,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,110,10,120,0,0,0,0,0,0,0,0,0,120
01549-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1201,THIRD EDITION APARTMENTS,ECTOR,ECTOR,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,60,7,67,0,0,0,0,0,0,0,0,0,67
01549-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1202,WOODSON BOYS & GIRLS CLUB,ECTOR,ECTOR,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,2071,0,2071,20,2184,0,2184,0,0,0,0,2184,4255
01549-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1202,WOODSON BOYS & GIRLS CLUB,ECTOR,ECTOR,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,1819,174,1993,21,1919,173,2092,0,0,0,0,2092,4085
01549-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1202,WOODSON BOYS & GIRLS CLUB,ECTOR,ECTOR,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,4,316,24,340,4,339,18,357,0,0,0,0,357,697
01549-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1203,WILKERSON BOYS & GIRLS CLUB,ECTOR,ECTOR,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,1494,96,1590,20,1363,89,1452,0,0,0,0,1452,3042
01549-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1203,WILKERSON BOYS & GIRLS CLUB,ECTOR,ECTOR,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,1368,161,1529,21,1585,127,1712,0,0,0,0,1712,3241
01549-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1203,WILKERSON BOYS & GIRLS CLUB,ECTOR,ECTOR,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,5,372,50,422,5,328,22,350,0,0,0,0,350,772
01549-1309,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1309,Boys & Girls Club - Taylor Park Club,ECTOR,MIDLAND,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,1689,94,1783,15,1584,14,1598,0,0,0,0,1598,3381
01549-1309,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1309,Boys & Girls Club - Taylor Park Club,ECTOR,MIDLAND,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,20,1839,71,1910,20,1653,3,1656,0,0,0,0,1656,3566
01549-1309,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1309,Boys & Girls Club - Taylor Park Club,ECTOR,MIDLAND,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,4,381,10,391,4,335,10,345,0,0,0,0,345,736
01549-1310,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1310,Boys & Girls Club - Halff Park Club,ECTOR,MIDLAND,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,1763,9,1772,15,1018,3,1021,0,0,0,0,1021,2793
01549-1310,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1310,Boys & Girls Club - Halff Park Club,ECTOR,MIDLAND,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,20,2402,22,2424,20,1227,0,1227,0,0,0,0,1227,3651
01549-1310,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1310,Boys & Girls Club - Halff Park Club,ECTOR,MIDLAND,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,4,494,11,505,4,314,0,314,0,0,0,0,314,819
01549-1311,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1311,La Promesa,ECTOR,ECTOR,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,587,43,630,0,0,0,0,0,0,0,0,0,630
01549-1311,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1311,La Promesa,ECTOR,ECTOR,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,89,3,92,0,0,0,0,0,0,0,0,0,92
01549-1313,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1313,Asbury United Methodist Church,ECTOR,ECTOR,2018-07-01T00:00:00.000,0,0,0,0,5,536,39,575,5,485,26,511,0,0,0,0,0,0,0,0,575,1086
01549-1316,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1316,Museum of the Southwest,ECTOR,MIDLAND,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,9,120,0,120,0,0,0,0,0,0,0,0,0,120
01549-1316,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1316,Museum of the Southwest,ECTOR,MIDLAND,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,12,129,8,137,0,0,0,0,0,0,0,0,0,137
01549-1316,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1316,Museum of the Southwest,ECTOR,MIDLAND,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,5,16,0,16,0,0,0,0,0,0,0,0,0,16
01549-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1317,Family Crisis Center of the Big Bend - Terlingua,ECTOR,BREWSTER,2018-06-01T00:00:00.000,0,0,0,0,20,428,0,428,0,0,0,0,0,0,0,0,0,0,0,0,428,428
01549-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1317,Family Crisis Center of the Big Bend - Terlingua,ECTOR,BREWSTER,2018-07-01T00:00:00.000,0,0,0,0,13,230,0,230,0,0,0,0,0,0,0,0,0,0,0,0,230,230
01549-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1317,Family Crisis Center of the Big Bend - Terlingua,ECTOR,BREWSTER,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01549-1318,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1318,WIC South Plains Community Action Association Midland WIC Clinic,ECTOR,MIDLAND,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,12,94,0,94,0,0,0,0,0,0,0,0,0,94
01549-1318,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1318,WIC South Plains Community Action Association Midland WIC Clinic,ECTOR,MIDLAND,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,6
01549-1319,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1319,WIC South Plains Community Action Association Odessa WIC Clinic,ECTOR,ECTOR,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,6,33,0,33,0,0,0,0,0,0,0,0,0,33
01549-1321,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1321,Ward County Greater Works Monahans Kids Zone,ECTOR,WARD,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,179,17,196,15,188,0,188,0,0,0,0,188,384
01549-1321,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1321,Ward County Greater Works Monahans Kids Zone,ECTOR,WARD,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,208,5,213,21,243,0,243,0,0,0,0,243,456
01549-1321,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1321,Ward County Greater Works Monahans Kids Zone,ECTOR,WARD,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,27,0,27,4,37,0,37,0,0,0,0,37,64
01549-1322,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01549,WEST TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,18,1,1322,Martin County Food Pantry,ECTOR,MARTIN,2018-06-01T00:00:00.000,0,0,0,0,10,673,0,673,0,0,0,0,0,0,0,0,0,0,0,0,673,673
01550-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1202,MAVERICK BOYS AND GIRLS CLUB KIDS CAFE,POTTER,RANDALL,2018-06-01T00:00:00.000,20,1587,0,1587,0,0,0,0,20,3290,0,3290,0,0,0,0,0,0,0,0,0,4877
01550-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1202,MAVERICK BOYS AND GIRLS CLUB KIDS CAFE,POTTER,RANDALL,2018-07-01T00:00:00.000,20,1267,0,1267,0,0,0,0,20,1741,0,1741,0,0,0,0,0,0,0,0,0,3008
01550-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1202,MAVERICK BOYS AND GIRLS CLUB KIDS CAFE,POTTER,RANDALL,2018-08-01T00:00:00.000,6,364,0,364,0,0,0,0,6,493,0,493,0,0,0,0,0,0,0,0,0,857
01550-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1204,Eastridge Kids Cafe,POTTER,POTTER,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,287,0,287,0,287
01550-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1204,Eastridge Kids Cafe,POTTER,POTTER,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,521,0,521,0,521
01550-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1204,Eastridge Kids Cafe,POTTER,POTTER,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,0,46,0,46
01550-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1317,Cathy's Pointe Apartments Kids Cafe,POTTER,POTTER,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,5,67,0,67,0,0,0,0,0,0,0,0,0,67
01550-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1317,Cathy's Pointe Apartments Kids Cafe,POTTER,POTTER,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,8,95,0,95,0,0,0,0,0,0,0,0,0,95
01550-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1317,Cathy's Pointe Apartments Kids Cafe,POTTER,POTTER,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,2,23,0,23,0,0,0,0,0,0,0,0,0,23
01550-1323,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1323,Cypress Creek at Jason Avenue Kids Cafe,POTTER,POTTER,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,14,164,0,164,0,0,0,0,0,0,0,0,0,164
01550-1323,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1323,Cypress Creek at Jason Avenue Kids Cafe,POTTER,POTTER,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,229,0,229,0,0,0,0,0,0,0,0,0,229
01550-1323,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1323,Cypress Creek at Jason Avenue Kids Cafe,POTTER,POTTER,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,30,0,30,0,0,0,0,0,0,0,0,0,30
01550-1329,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1329,Acts Community Center,POTTER,POTTER,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,332,0,332,0,332
01550-1329,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1329,Acts Community Center,POTTER,POTTER,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,289,0,289,0,289
01550-1329,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1329,Acts Community Center,POTTER,POTTER,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,3
01550-1342,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1342,WIC Austin Street Clinic,POTTER,POTTER,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,5,90,0,90,9,229,0,229,0,0,0,0,229,319
01550-1342,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1342,WIC Austin Street Clinic,POTTER,POTTER,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,7,155,0,155,6,289,0,289,0,0,0,0,289,444
01550-1344,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1344,WIC North Branch Library Clinic,POTTER,POTTER,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,5,138,0,138,4,160,0,160,0,0,0,0,160,298
00082-0061,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00082,SAN ANTONIO ISD,Educational Institution,Public,20,4,0061,TAFOLLA MIDDLE,BEXAR,BEXAR,2018-06-01T00:00:00.000,19,559,,559,0,0,,0,19,533,,533,0,0,,0,0,0,,0,0,1092
01550-1344,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1344,WIC North Branch Library Clinic,POTTER,POTTER,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,3,102,0,102,3,149,0,149,0,0,0,0,149,251
01550-1345,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1345,Stone Canyon Apartments,POTTER,RANDALL,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,9,58,0,58,0,0,0,0,0,0,0,0,0,58
01550-1345,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1345,Stone Canyon Apartments,POTTER,RANDALL,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,12,58,0,58,0,0,0,0,0,0,0,0,0,58
01550-1345,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1345,Stone Canyon Apartments,POTTER,RANDALL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,4,30,0,30,0,0,0,0,0,0,0,0,0,30
01550-1348,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1348,Amarillo Gardens Apartments,POTTER,POTTER,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,159,0,159,0,0,0,0,0,0,0,0,0,159
01550-1348,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1348,Amarillo Gardens Apartments,POTTER,POTTER,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,20,58,0,58,0,0,0,0,0,0,0,0,0,58
01550-1348,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,Private Nonprofit,16,1,1348,Amarillo Gardens Apartments,POTTER,POTTER,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,2,8,0,8,0,0,0,0,0,0,0,0,0,8
01551-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1202,SOUTHSIDE YOUTH CENTER,WICHITA,WICHITA,2018-05-01T00:00:00.000,0,0,0,0,0,0,0,0,3,114,11,125,0,0,0,0,0,0,0,0,0,125
01551-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1202,SOUTHSIDE YOUTH CENTER,WICHITA,WICHITA,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,21,658,86,744,0,0,0,0,0,0,0,0,0,744
01551-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1202,SOUTHSIDE YOUTH CENTER,WICHITA,WICHITA,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,680,52,732,0,0,0,0,0,0,0,0,0,732
01551-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1202,SOUTHSIDE YOUTH CENTER,WICHITA,WICHITA,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,11,430,55,485,0,0,0,0,0,0,0,0,0,485
01551-1313,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1313,Kids Cafe Rosewood,WICHITA,WICHITA,2018-05-01T00:00:00.000,0,0,0,0,0,0,0,0,3,51,2,53,0,0,0,0,0,0,0,0,0,53
01551-1313,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1313,Kids Cafe Rosewood,WICHITA,WICHITA,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,21,455,14,469,0,0,0,0,0,0,0,0,0,469
01551-1313,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1313,Kids Cafe Rosewood,WICHITA,WICHITA,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,20,510,0,510,0,0,0,0,0,0,0,0,0,510
01551-1313,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1313,Kids Cafe Rosewood,WICHITA,WICHITA,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,2,50,0,50,0,0,0,0,0,0,0,0,0,50
01551-1314,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1314,Kids Cafe S East,WICHITA,WICHITA,2018-05-01T00:00:00.000,0,0,0,0,0,0,0,0,3,101,13,114,3,151,0,151,0,0,0,0,151,265
01551-1314,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1314,Kids Cafe S East,WICHITA,WICHITA,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,21,922,33,955,20,1075,0,1075,0,0,0,0,1075,2030
01551-1314,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1314,Kids Cafe S East,WICHITA,WICHITA,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,20,822,75,897,20,963,0,963,0,0,0,0,963,1860
01551-1314,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1314,Kids Cafe S East,WICHITA,WICHITA,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,90,0,90,2,105,0,105,0,0,0,0,105,195
01551-1315,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1315,Kids Cafe Southwest,WICHITA,WICHITA,2018-05-01T00:00:00.000,0,0,0,0,0,0,0,0,3,154,27,181,0,0,0,0,0,0,0,0,0,181
01551-1315,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1315,Kids Cafe Southwest,WICHITA,WICHITA,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,21,1037,24,1061,0,0,0,0,0,0,0,0,0,1061
01551-1315,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1315,Kids Cafe Southwest,WICHITA,WICHITA,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,20,1128,10,1138,0,0,0,0,0,0,0,0,0,1138
01551-1315,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1315,Kids Cafe Southwest,WICHITA,WICHITA,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,2,120,0,120,0,0,0,0,0,0,0,0,0,120
01551-1316,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1316,Kids Cafe Central,WICHITA,WICHITA,2018-05-01T00:00:00.000,0,0,0,0,0,0,0,0,3,176,5,181,3,290,0,290,0,0,0,0,290,471
01551-1316,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1316,Kids Cafe Central,WICHITA,WICHITA,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,21,2038,22,2060,21,2117,0,2117,0,0,0,0,2117,4177
01551-1316,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1316,Kids Cafe Central,WICHITA,WICHITA,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,2096,23,2119,21,2078,0,2078,0,0,0,0,2078,4197
01551-1316,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1316,Kids Cafe Central,WICHITA,WICHITA,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,8,879,27,906,8,1035,0,1035,0,0,0,0,1035,1941
01551-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1317,Kids Cafe Burkburnett,WICHITA,WICHITA,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,1469,112,1581,20,1565,0,1565,0,0,0,0,1565,3146
01551-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1317,Kids Cafe Burkburnett,WICHITA,WICHITA,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,1493,87,1580,21,1620,0,1620,0,0,0,0,1620,3200
01551-1317,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1317,Kids Cafe Burkburnett,WICHITA,WICHITA,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,8,598,22,620,8,621,0,621,0,0,0,0,621,1241
